source_batch,status,review_id,files,local_files,visible_product,target_sku,candidate_product,confidence,product_url,reason,next_action
"folder09-batch002","create_new_confirm","folder09-015","PETE6992.JPG; PETE6993.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE6992.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE6993.JPG","Trung Nguyen G7 3-in-1 Special instant coffee 336g, 21 x 16g","","","create_new","","No exact Trung Nguyen G7 3-in-1 336g row found in the catalog export. Same product candidate was also seen in folder09-batch001 PETE6990/PETE6991.","Merge these photos into the same new SKU candidate after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-016","PETE7059.JPG; PETE7060.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7059.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7060.JPG","Chaokoh Coconut Water 1000ml","","","create_new","","No exact Chaokoh Coconut Water 1L row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-017","PETE7130.JPG; PETE7131.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7130.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7131.JPG","Paldo Aloe Vera Drink 1.5L","","","create_new","","Catalog has Paldo noodles and Sikhye, but no Paldo Aloe Vera Drink row.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-018","PETE7141.JPG; PETE7142.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7141.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7142.JPG","Paldo Aloe Mango Drink 500ml","","","create_new","","No exact Paldo Aloe Mango 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-019","PETE7143.JPG; PETE7144.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7143.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7144.JPG","Paldo Aloe Pina / Pineapple Drink 500ml","","","create_new","","No exact Paldo Aloe Pineapple 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-020","PETE7145.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7145.JPG","OKF Aloe Vera King Natural Original 500ml","","","create_new","","No exact OKF Aloe Vera King row found in the catalog export. A similar folder01-batch006 new-product candidate exists, so this should be merged with that backlog item if approved.","Create or merge into the same new SKU candidate after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-021","PETE7146.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7146.JPG","OKF Coco Natural Coconut Drink 500ml","","","create_new","","No exact OKF Coco Natural 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-022","PETE7147.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7147.JPG","OKF Aloe Vera King Mango 500ml","","","create_new","","No exact OKF Aloe Vera King Mango row found in the catalog export. A similar folder01-batch006 new-product candidate exists, so this should be merged with that backlog item if approved.","Create or merge into the same new SKU candidate after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-023","PETE7148.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7148.JPG","Paldo Aloe Blue Berry Drink 500ml","","","create_new","","No exact Paldo Aloe Blue Berry 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-024","PETE7149.JPG; PETE7150.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7149.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7150.JPG","Paldo Aloe Sugar Free Drink 500ml","","","create_new","","No exact Paldo Aloe Sugar Free 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-025","PETE7151.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7151.JPG","Paldo Aloe Pomegranate Drink 500ml","","","create_new","","No exact Paldo Aloe Pomegranate 500ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch002","create_new_confirm","folder09-026","PETE7152.JPG; PETE7153.JPG","/tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7152.JPG; /tmp/asiandeligo-owner-images/folder09-batch002/extracted/PETE7153.JPG","Asia Foods Giam Bong Rice Vinegar 500ml","","","create_new","","Catalog has rice vinegar rows from Ottogi, CJO, Asia Kitchen, House of Asia, Sen Soy, and Sempio, but no exact Asia Foods Giam Bong 500ml row.","Create new SKU after confirming EAN and price."
