decision,id,slug,name,category,firstSku,sourceLegacyId,sourceResolution,sourceUrl,sourceStatus,currentIngredientsPresent,currentAllergensPresent,currentNutritionPresent,currentStorageZone,rawAllergenWarning,candidateAllergens,rawStorageText,candidateStorageZone,rawIngredients,nutritionServingSize,nutritionCaloriesKcal,nutritionEnergyKj,nutritionFat,nutritionSaturatedFat,nutritionCarbs,nutritionSugar,nutritionFiber,nutritionProtein,nutritionSalt,nutritionRaw,dietTraits,productTraits
review_candidate,ea8226b6-ba92-47ff-8c9c-9ad1c57c2c9d,sweet-chili-tteokbokki-kluski-ryzowe-w-sosie-slodkie-chili-290g-o-food,"Sweet Chili Tteokbokki, kluski ryżowe w sosie słodkie chili 290g - O'Food",dania-gotowe,ADG-001234,KIMCHI-4958,historical_product_id_mapping,https://kimchi.pl/product-pol-4958.html,200,yes,yes,yes,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Chronić przed bezpośrednim działaniem promieni słonecznych i wysokiej temperatury.,soybeans,"Wskazówki - O'Food Tteokbokki należy spożyć od razu po przygotowaniu. Po otwarciu opakowania kluski mogą mieć delikatny zapach alkoholu, używanego jako naturalny konserwant. Pozostałości ulegną wyparowaniu podczas podgrzewania produktu.",,"Kluski ryżowe: ryż, woda, sól, regulator kwasowości: kwas cytrynowy (E330); alkohol Sos: Syrop z tapioki, cukier 11%, syrop ryżowy 11%, sos sojowy (soja, sól, woda), woda, pasta pomidorowa (pomidory, regulator kwasowości E330), olej sojowy, zmodyfikowana skrobia kukurydziana, cebula, czosnek, pasta z czerwonej papryki 3,5% (woda, syrop z tapioki, ryż brązowy, sproszkowana papryka chili, sól, alkohol, czosnek, cebula), alkohol, sól, ekstrakt z ananasa, ekstrakt drożdżowy, wzmacniacze smaku E627, E631; czarny pieprz w proszku, barwnik E160C, regulator kwasowości E330, cynamon w proszku, imbir w proszku.",w 100g/100ml,242,1013,1.5,0.3,53.6,6.5,,3.6,1.4,"(w 100g/100ml)
Wartość energetyczna
1013kJ/242kcal
Tłuszcze
1,5g
Węglowodany
53,6g
*w tym cukry
6,5g
Białko
3,6g
Sól
1,4g
*w tym kwasy tłuszczowe nasycone 0,3g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Bez mięsa|Kupująć ten produkt otrzymasz pkt.
review_candidate,5e6fd008-e5cf-47c3-ba30-f14c0d550d06,danie-instant-z-ziemniaczanym-makaronem-japchae-cup-82g-sempio,Danie instant z ziemniaczanym makaronem Japchae Cup 82g - Sempio,dania-gotowe,ADG-001387,KIMCHI-5223,historical_product_id_mapping,https://kimchi.pl/product-pol-5223.html,200,yes,yes,yes,,"Produkt zawiera soję, pszenicę, i sezam.",cereals|soybeans|sesame,,,"Skrobia ziemniaczana, skrobia z fasoli mung, sos sojowy (woda, soja, syrop fruktozowo-glukozowy, sól, alkohol, pszenica, ekstrakt drożdżowy w proszku, substancja konserwująca: E211. Słodzik: E955), syrop kukurydziany, cukier, cukier brązowy, woda, skrobia kukurydziana cebulowa, czosnek, olej sezamowy, ekstrakt z grzybów shiitake, wzmacniacz smaku: E621, sól, barwnik: E150c, czarny pieprz w proszku, stabilizator: E412, wzmacniacz smaku: E627,E631; mieszanka warzywna (suszona): marchew, grzyb shiitake, choisum, pak choi, grzyb (ucho żydowskie), olej sezamowy.",w porcji 100g,312,1318,4.9,0.7,63,9.9,,1.9,3.1,"(w porcji 100g)
Wartość energetyczna
1318kJ/312kcal
Tłuszcze
4,9g
Węglowodany
63g
*w tym cukry
9,9g
Białko
1,9g
Sól
3,1g
*w tym kwasy tłuszczowe nasycone 0,7g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)|Kupująć ten produkt otrzymasz pkt.,
review_candidate,4e91bc39-8db9-447c-a74e-f5cb3ee897f8,zupa-samgyetang-z-calym-kurczakiem-ryzem-warzywami-i-jujube-800g-harim,"Zupa Samgyetang z całym kurczakiem, ryżem, warzywami i jujube 800g Harim",dania-gotowe,ADG-001460,KIMCHI-5330,historical_product_id_mapping,https://kimchi.pl/product-pol-5330.html,200,yes,no,yes,AMBIENT,Produkt zawiera kasztany. Przechowywać w suchym i chłodnym miejscu.,,Przechowywać w suchym i chłodnym miejscu.,AMBIENT,"Kurczak (100%), ryż, żeń-szeń, kasztany, daktyle, czosnek, bulion warzywny (woda, cebula, czosnek, sól, imbir, cukier, biały pieprz)",w 100g/100ml,56,238,1.25,0.42,3.75,0.42,,7.5,0.45,"(w 100g/100ml)
Wartość energetyczna
238kJ/56kcal
Tłuszcze
1,25g
Węglowodany
3,75g
*w tym cukry
0,42g
Białko
7,5g
Sól
0,45g
*w tym kwasy tłuszczowe nasycone 0,42g",,Bez pszenicy|Bez oleju|Bez nabiału|Bez konserwantów|Kupująć ten produkt otrzymasz pkt.
review_candidate,8fd6cf9b-278d-4bc5-95c9-19f0c5cfe585,danie-makaron-swiezy-udon-korean-style-tteokbokki-chilli-187g-bibigo,Danie makaron świeży udon Korean Style Tteokbokki Chilli 187g - Bibigo,dania-gotowe,ADG-001492,KIMCHI-5370,historical_product_id_mapping,https://kimchi.pl/product-pol-5370.html,200,yes,yes,yes,,Produkt zawiera soję i pszenicę.,cereals|soybeans|sesame,,,"Makaron udon (80,1%): mąka pszenna, woda, skrobia modyfikowana (E1442), gluten pszenny, sól, substancja zagęszczająca: alginian sodu (E401); Sos o smaku tteokbokki (18,7%): cukier, woda, pasta chili (17,5%) (pasta chili (64%) (mąka pszenna, woda, sól, proszek chili, pszenica, czosnek, cebula), syrop kukurydziany, odtłuszczona soja, mąka ryżowa i pszenna, alkohol, sól, proszek chili, syrop glukozowo-fruktozowy, sos sojowy (woda, odtłuszczona soja, sól, alkohol, glukoza, pszenica)), koncentrat gruszkowy, proszek chili (3,5%), przyprawy (soja, pszenica, ekstrakt czosnkowy), skrobia modyfikowana (E1442), sól, pieprz czarny, regulator kwasowości: kwas cytrynowy (E330), ekstrakt cytrusowy, substancja zagęszczająca: guma ksantanowa (E415), barwnik: ekstrakty karotenowe (E160c); Posypka (1,2%): wodorosty, sezam.",w 100g/100ml,186,790,1.4,0.2,38,4.1,,4.4,1.8,"(w 100g/100ml)
Wartość energetyczna
790kJ/186kcal
Tłuszcze
1,4g
Węglowodany
38g
*w tym cukry
4,1g
Białko
4,4g
Sól
1,8g
*w tym kwasy tłuszczowe nasycone 0,2g
Importer
Nazwa firmy
ASIA-FOODS Sp. z o.o.
Adres
Ul. Dzwonkowa 8, 02-290 Warszawa",,
review_candidate,7afe3a35-bbd7-43e5-afd8-46600f967fa2,danie-makaron-swiezy-udon-korean-style-bbq-187g-bibigo,Danie makaron świeży udon Korean Style BBQ 187g - Bibigo,dania-gotowe,ADG-001493,KIMCHI-5371,historical_product_id_mapping,https://kimchi.pl/product-pol-5371.html,200,yes,yes,yes,,"Produkt zawiera soję, pszenicę i sezam.",cereals|soybeans|sesame,,,"Makaron Udon (80,1%): mąka pszenna, woda, skrobia modyfikowana (E 1442), gluten pszenny, sól, olej słonecznikowy (zawiera soję), regulator kwasowości (E 270), substancja zagęszczająca (E 401). Sos (18,7%): sos sojowy (4,7%: woda, odtłuszczona soja, sól, destylowany alkohol, glukoza, pszenica), cukier, syrop kukurydziany o wysokiej zawartości fruktozy, cukier brązowy, woda, cebula (0,9%), koncentrat gruszkowy, przyprawa (zawiera soję, pszenicę), przecier gruszkowy, skrobia modyfikowana (E 1442), czosnek (0,4%), dymka, syrop cukrowy, sól, olej sezamowy, substancja zagęszczająca (E 415), wzmacniacze smaku (E 627, E 631), czarny pieprz w proszku, regulator kwasowości (E 330), ekstrakt z owoców cytrusowych.",w 100g/100ml,186,790,1.4,0.2,38,4.1,,4.4,1.8,"(w 100g/100ml)
Wartość energetyczna
790kJ/186kcal
Tłuszcze
1,4g
Węglowodany
38g
*w tym cukry
4,1g
Białko
4,4g
Sól
1,8g
*w tym kwasy tłuszczowe nasycone 0,2g
Importer
Nazwa firmy
ASIA-FOODS Sp. z o.o.
Adres
Ul. Dzwonkowa 8, 02-290 Warszawa",,
no_metadata_found,b4ca9175-f165-4684-9e64-d00055af4510,koszyk-wioli-znawca,Koszyk Wioli - Znawca,kimchi,ADG-000606,KIMCHI-2925,historical_product_id_mapping,https://kimchi.pl/product-pol-2925.html,200,no,no,no,,,,,,,,,,,,,,,,,,,
review_candidate,e8783e91-cbb5-4323-b97c-84da8761a8c8,mango-plastry-w-syropie-lekko-slodzonym-425g-diamond,"Mango, plastry w syropie lekko słodzonym 425g Diamond",owoce-marynowane-warzywa,ADG-000074,KIMCHI-270,historical_product_id_mapping,https://kimchi.pl/product-pol-270.html,200,yes,no,yes,,,,,,"Mango, woda, cukier",w 100g/100ml,46,194,0.5,0.1,11,11,,0.5,0.01,"(w 100g/100ml)
Wartość energetyczna
194kJ/46kcal
Tłuszcze
<0,5g
Węglowodany
11g
*w tym cukry
11g
Białko
<0,5g
Sól
<0,01g
*w tym kwasy tłuszczowe nasycone <0,1g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
review_candidate,07904823-7178-459f-bd42-dd99432f1a3c,mango-przecier-bez-cukru-500g-philippine-brand,"Mango, przecier bez cukru 500g Philippine Brand",owoce-marynowane-warzywa,ADG-000182,KIMCHI-761,historical_product_id_mapping,https://kimchi.pl/product-pol-761.html,200,yes,no,yes,,,,,,"Przecier z mango, regulator kwasowości: kwas cytrynowy",w 100g/100ml,65,280,0,,16,14,,0.5,0.05,"(w 100g/100ml)
Wartość energetyczna
280kJ/65kcal
Tłuszcze
0g
Węglowodany
16g
*w tym cukry
14g
Białko
0,5g
Sól
<0,05g
Importer
Nazwa firmy
Heuschen & Schrouff OFT B.V.
Adres
Sperwerweg 1, 6374 AG Landgraaf, The Netherlands",,
review_candidate,2cb07157-8f9c-4a74-b02f-4892d9e7722e,rzodkiew-oshinko-takuan-marynowana-pocieta-350g-asia-kitchen,"Rzodkiew Oshinko (Takuan) marynowana, pocięta 350g - Asia Kitchen",owoce-marynowane-warzywa,ADG-000217,KIMCHI-882,historical_product_id_mapping,https://kimchi.pl/product-pol-882.html,200,yes,no,yes,,,,,,"Rzodkiew (85%), woda, sól, regulatory kwasowości: kwas octowy, kwas cytrynowy; substancje konserwujące: sorbinian potasu, pirosiarczyn sodu, substancje słodzące: sacharyna, acesulfam K, aspartam, barwnik: ryboflawina",w 100g/100ml,339,1441,0,,83.5,0.3,,0.2,0.6,"(w 100g/100ml)
Wartość energetyczna
1441kJ/339kcal
Tłuszcze
0g
Węglowodany
83,5g
*w tym cukry
0,3g
Białko
0,2g
Sól
0,6g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)|Kupująć ten produkt otrzymasz pkt.,
review_candidate,a7334e6c-7afd-4169-a5a7-7093ccd55d85,napa-kimchi-koreanska-kiszona-kapustka-80g-jongga,"Napa kimchi, koreańska kiszona kapustka 80g - Jongga",owoce-marynowane-warzywa,ADG-000605,KIMCHI-2919,historical_product_id_mapping,https://kimchi.pl/product-pol-2919.html,200,yes,no,yes,,,,Nie wymaga przechowywania w lodówce,,"Kapusta pekińska, rzodkiew, zagęszczacz: guma ksantanowa; czerwona papryka w proszku, sól, cebula, czosnek, cukier, ekstrakt drożdżowy, bakterie kwasu mlekowego",w 100g/100ml,31,130,0,,4.9,1.4,,2.1,2.6,"(w 100g/100ml)
Wartość energetyczna
130kJ/31kcal
Tłuszcze
0g
Węglowodany
4,9g
*w tym cukry
1,4g
Białko
2,1g
Sól
2,6g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
