source_batch,status,review_id,files,local_files,visible_product,target_sku,candidate_product,confidence,product_url,reason,next_action
folder05-batch001,create_new_confirm,folder05-001,"PETE6745.JPG; PETE6746.JPG; PETE6747.JPG; PETE6748.JPG; PETE6749.JPG; PETE6750.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6745.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6746.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6747.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6748.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6749.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6750.JPG",Royal Dancer Thai Jasmine Rice 1kg,,,create_new,,"Catalog has jasmine rice rows from Smart Chef, Aroy-D, Tilda, Royal Tiger, but no Royal Dancer 1kg row found.","Create new SKU after confirming EAN, price, and origin/importer fields."
folder05-batch001,create_new_confirm,folder05-002,"PETE6751.JPG; PETE6752.JPG; PETE6753.JPG; PETE6754.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6751.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6752.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6753.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6754.JPG","Sun Clad Basmati Rice Punjab Delight, weight not visible",,,create_new,,"Catalog has Laila/India Gate/Royal Tiger basmati rows, but no Sun Clad row found; package weight is not safely readable from available images.",Confirm weight/EAN before creating new SKU.
folder05-batch001,create_new_confirm,folder05-003,"PETE6755.JPG; PETE6757.JPG; PETE6758.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6755.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6757.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6758.JPG",Asia Foods Vietnamese black glutinous rice 1kg,,,create_new,,"Existing black glutinous rice row is North South 400g; this is Asia Foods 1kg.",Create new SKU after confirming EAN and price.
folder05-batch001,create_new_confirm,folder05-004,PETE6759.JPG,/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6759.JPG,Cock Brand Bael Fruit 200g,,,create_new,,No exact Cock Brand bael fruit 200g row found in catalog export.,Create new SKU if owner confirms this product is sold.
folder05-batch001,review_high_existing_sku,folder05-005,PETE6767.JPG,/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6767.JPG,Aji-no-Moto MSG / monosodium glutamate 454g,ADG-000497,"Glutaminian sodu, Aji-no-Moto MSG 454g - Ajinomoto",high,https://asiandeligo.eshoper.pro/products/glutaminian-sodu-aji-no-moto-msg-454g-ajinomoto,Brand/product/454g size match existing catalog row.,Candidate for existing SKU image import after review approval.
folder05-batch001,review_high_existing_sku,folder05-006,"PETE6818.JPG; PETE6819.JPG; PETE6820.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6818.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6819.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6820.JPG",Cock Brand White Rice Flour 400g,ADG-000116,"Mąka ryżowa, bezglutenowa 400g - Cock Brand",high,https://asiandeligo.eshoper.pro/products/maka-ryzowa-bezglutenowa-400g-cock-brand,Brand/product/400g size match existing catalog row.,Candidate for existing SKU image import after review approval.
folder05-batch001,review_high_existing_sku,folder05-007,"PETE6821.JPG; PETE6822.JPG; PETE6823.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6821.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6822.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6823.JPG",Cock Brand Glutinous Rice Flour 400g,ADG-000117,Mąka ryżowa kleista 400g bezglutenowa - Cock Brand,high,https://asiandeligo.eshoper.pro/products/maka-ryzowa-kleista-400g-bezglutenowa-cock-brand,Brand/product/400g size match existing catalog row.,Candidate for existing SKU image import after review approval.
folder05-batch001,review_high_existing_sku,folder05-008,"PETE6824.JPG; PETE6825.JPG; PETE6826.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6824.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6825.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6826.JPG",Cock Brand Tapioca Starch 400g,ADG-000124,"Skrobia z tapioki, bezglutenowa 400g - Cock Brand",high,https://asiandeligo.eshoper.pro/products/skrobia-z-tapioki-bezglutenowa-400g-cock-brand,Brand/product/400g size match existing catalog row.,Candidate for existing SKU image import after review approval.
folder05-batch001,create_new_confirm,folder05-009,"PETE6827.JPG; PETE6828.JPG; PETE6829.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6827.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6828.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6829.JPG",Vinh Thuan Hagou Flour 400g,,,create_new,,"No exact Vinh Thuan ha cao/hagou flour row found; do not map to generic rice flour or tapioca starch.","Create new SKU after confirming EAN, allergens, and price."
folder05-batch001,create_new_confirm,folder05-010,"PETE6830.JPG; PETE6831.JPG; PETE6832.JPG; PETE6833.JPG","/tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6830.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6831.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6832.JPG; /tmp/asiandeligo-owner-images/folder05-batch001/extracted/PETE6833.JPG",Vinh Thuan Banh Cuon Flour 400g,,,create_new,,"No exact Vinh Thuan banh cuon flour row found; distinct from generic rice flour.","Create new SKU after confirming EAN, allergens, and price."
