"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder10-batch003","create_new_confirm","folder10-075","PETE7737.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7737.JPG","Sempio Bulgogi Korean BBQ Marinade 300g","","","create_new","","No exact Sempio Bulgogi Marinade 300g row found in the catalog export. Existing bulgogi sauce rows are different brands or sizes.","Create new SKU only after owner confirms EAN and price."
"folder10-batch003","hold_confirm","folder10-076","PETE7738.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7738.JPG","Yeo's Sweet Chilli Sauce, exact size not readable","","","hold","","No exact Yeo's Sweet Chilli Sauce row found. Net size is not readable enough from the current photo, so creating a SKU now would be risky.","Confirm exact net size/EAN or provide a clearer label photo before creating SKU."
"folder10-batch003","create_new_confirm","folder10-077","PETE7739.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7739.JPG","Sempio Kalbi Korean BBQ Marinade 300g","","","create_new","","No exact Sempio Kalbi Marinade 300g row found in the catalog export. Existing BBQ sauce rows are not this brand/product.","Create new SKU only after owner confirms EAN and price."
"folder10-batch003","create_new_confirm","folder10-078","PETE7742.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7742.JPG","Cock Brand Pad Thai Sauce Ready to Use 1000g / 730ml","","","create_new","","No Cock Brand Pad Thai Sauce 1000g/730ml row found. Existing Pad Thai rows are Lobo, Mama or Sen Soy and different sizes.","Create new SKU after confirming EAN and price."
"folder10-batch003","review_possible_existing_sku","folder10-079","PETE7744.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7744.JPG","Cock Brand Tamarind without Seed 454g","ADG-000302","Koncentrat z tamaryndowca 454g - Cock Brand","medium","https://asiandeligo.eshoper.pro/products/koncentrat-z-tamaryndowca-454g-cock-brand","Brand and 454g tamarind size match existing SKU ADG-000302, but the visible label says without seed while the catalog name says concentrate.","Owner should compare the product page before attaching this photo."
"folder10-batch003","create_new_confirm","folder10-080","PETE7745.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7745.JPG","Mumtaz Tamarind 454g","","","create_new","","No Mumtaz Tamarind 454g row found. Existing tamarind rows are different brands.","Create new SKU only after owner confirms EAN and price."
"folder10-batch003","create_new_confirm","folder10-081","PETE7746.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7746.JPG","Sempio Soybean Paste 500g pouch","","","create_new","","No exact Sempio Soybean Paste 500g pouch row found. Existing Sempio Doenjang row is 460g and CJO row is a different brand.","Create new SKU only after owner confirms EAN and price."
"folder10-batch003","review_high_existing_sku","folder10-082","PETE7752.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7752.JPG","Sempio Gochujang Hot Pepper Paste 1kg","ADG-000130","Pasta paprykowa Gochujang, ostra 1kg - Sempio","high","https://asiandeligo.eshoper.pro/products/pasta-paprykowa-gochujang-ostra-1kg-sempio","Exact brand, product and 1kg size match existing SKU ADG-000130.","Attach this owner photo to the existing SKU if approved."
"folder10-batch003","review_high_existing_sku","folder10-083","PETE7753.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7753.JPG","Sempio Doenjang Soybean Paste 460g","ADG-000115","Pasta sojowa Doenjang 460g - Sempio","high","https://asiandeligo.eshoper.pro/products/pasta-sojowa-doenjang-460g-sempio","Exact brand, product and 460g size match existing SKU ADG-000115.","Attach this owner photo to the existing SKU if approved."
"folder10-batch003","review_high_existing_sku","folder10-084","PETE7754.JPG","/tmp/asiandeligo-owner-images/folder10-batch003/extracted/PETE7754.JPG","Sempio Ssamjang Seasoned Soybean Paste 500g","ADG-000114","Pasta sojowa Ssamjang, pikantna 500g - Sempio","high","https://asiandeligo.eshoper.pro/products/pasta-sojowa-ssamjang-pikantna-500g-sempio","Exact brand, product and 500g size match existing SKU ADG-000114.","Attach this owner photo to the existing SKU if approved."
