"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder10-batch001","create_new_confirm","folder10-001","PETE6720.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6720.JPG","Healthy Boy Brand Oyster Flavour Sauce 6kg","","","create_new","","No Healthy Boy oyster sauce row found in the catalog export. Existing oyster sauce rows are other brands or smaller sizes.","Create new SKU after confirming EAN 8850206117279 and price."
"folder10-batch001","hold_confirm","folder10-002","PETE6886.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6886.JPG","Vietnamese Tuong Ot / Sos Chilli bottle, large size","","","hold","","Brand and exact net weight are not readable enough from the front photo. This should not be created from guesswork.","Owner to confirm brand, exact product name, EAN and size before creating."
"folder10-batch001","create_new_confirm","folder10-003","PETE6910.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6910.JPG","Healthy Boy Brand Soybean Paste 800g","","","create_new","","No exact Healthy Boy soybean paste 800g row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder10-batch001","create_new_confirm","folder10-004","PETE6913.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6913.JPG","Cock Brand Chilli Sauce for Seafood 800g / 700ml","","","create_new","","No Cock Brand seafood chilli sauce row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder10-batch001","review_high_existing_sku","folder10-005","PETE6923.JPG; PETE7077.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6923.JPG; /tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE7077.JPG","Mae Krua Oyster Sauce 600ml / 689g","ADG-000094","Sos ostrygowy Mae Krua 600ml","high","https://asiandeligo.eshoper.pro/products/sos-ostrygowy-mae-krua-600ml","Exact brand and volume match existing SKU ADG-000094.","Attach these owner photos to the existing SKU if approved."
"folder10-batch001","review_high_existing_sku","folder10-006","PETE6930.JPG; PETE7093.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6930.JPG; /tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE7093.JPG","Flying Goose Sriracha Hot Chilli Sauce 730ml / 840g, green cap","ADG-000200","Sos chili Sriracha, bardzo ostry (chili 61%) 730ml - Flying Goose","high","https://asiandeligo.eshoper.pro/products/sos-chili-sriracha-bardzo-ostry-chili-61-730ml-flying-goose","Brand, product family, cap color and 730ml size match existing SKU ADG-000200.","Attach these owner photos to the existing SKU if approved."
"folder10-batch001","hold_confirm","folder10-007","PETE6934.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6934.JPG","Hiep Long Vietnamese sauce bottle, tofu/dipping image on front","","","hold","","The front label shows Hiep Long and a serving photo, but the product name and size are not readable enough to map safely.","Owner to confirm exact product name, EAN and size before creating."
"folder10-batch001","review_high_existing_sku","folder10-008","PETE6938.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE6938.JPG","Mae Krua Oyster Sauce 300ml / 342g","ADG-000190","Sos ostrygowy Mae Krua 300ml","high","https://asiandeligo.eshoper.pro/products/sos-ostrygowy-mae-krua-300ml","Exact brand and volume match existing SKU ADG-000190.","Attach this owner photo to the existing SKU if approved."
"folder10-batch001","create_new_confirm","folder10-009","PETE7080.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE7080.JPG","Lee Kum Kee Chicken Marinade 410ml","","","create_new","","No Lee Kum Kee Chicken Marinade 410ml row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder10-batch001","create_new_confirm","folder10-010","PETE7081.JPG","/tmp/asiandeligo-owner-images/folder10-batch001/extracted/PETE7081.JPG","Cock Brand Chilli Sauce for Seafood 310g / 290ml","","","create_new","","No Cock Brand seafood chilli sauce row found in the catalog export. This is a smaller size than folder10-004.","Create new SKU after confirming EAN and price; do not merge with the 800g bottle."
