id,name,slug,category,skus,price_amounts,stock_values,dietary_tags,allergens,issues
25a2c3c5-267e-41f7-9a00-a66d22c9407a,"Algi nori do sushi, 6 listków - House of Asia",KIMCHI-14,Arkusze Nori / Gim,KIMCHI-14,12.99|12.99,100,,,missing_allergens|missing_unit_price
9772939b-e59e-4f3f-b110-0c629561662a,Algi Sushi Nori Gold 50 szt. - Sen Soy,KIMCHI-2761,Arkusze Nori / Gim,KIMCHI-2761,39.9|39.9,100,,,missing_allergens|missing_storage_zone|missing_unit_price
3c560dda-81db-4518-983b-c57dddd07b56,Algi Sushi Nori Premium Gold 10 szt - Asia Kitchen,KIMCHI-2505,Arkusze Nori / Gim,KIMCHI-2505,9.99|9.99,100,,,missing_allergens|missing_storage_zone|missing_unit_price
cc9d23b3-fb57-4788-8a28-e73456484a76,Algi Sushi Nori Premium Gold 3 x 10 szt - Asia Kitchen,KIMCHI-2506,Arkusze Nori / Gim,KIMCHI-2506,29.46|29.46,100,,,missing_allergens|missing_storage_zone|missing_unit_price
15562453-ea2a-486c-af9b-69f839c457e8,Algi Sushi Nori Premium Gold 5 x 10 szt - Asia Kitchen,KIMCHI-2507,Arkusze Nori / Gim,KIMCHI-2507,49.45|49.45,100,,,missing_allergens|missing_storage_zone|missing_unit_price
2cafcfd0-c8e2-4a5c-8d44-a01c2b52b34d,Aloe 97% Soothing Gel Lotion Intensive Moisturizing 240ml - intensywnie nawilżający aloesowy balsam do ciała - Holika Holika,KIMCHI-5450,Koreańskie kosmetyki,KIMCHI-5450,79.9|79.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
dd214412-72a5-48c9-a6d0-8af96e14c5c2,"Aloe 99% Soothing Gel 250ml - wielofunkcyjny żel aloesowy do twarzy, ciała i włosów - Holika Holika",KIMCHI-5449,Koreańskie kosmetyki,KIMCHI-5449,38.9|38.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
3bf41da3-be08-4b66-aa9c-842cff3be645,Aloe CICA Waterproof Sunscreen SPF 50+ PA++++ Wodoodporny żel przeciwsłoneczny o działaniu kojącym i nawilżającym 100ml Holika Holika,KIMCHI-5452,Koreańskie kosmetyki,KIMCHI-5452,89.9|89.9,0,,,out_of_stock|missing_allergens|missing_nutrition|missing_storage_zone
5ad12147-8c27-425f-a503-711c2a89e59b,Aloe Facial Cleansing Foam Pianka do oczyszczania twarzy z ekstraktem z aloesu 150ml Holika Holika,KIMCHI-5451,Koreańskie kosmetyki,KIMCHI-5451,42.9|42.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
9989a4cc-b93d-4e84-96ed-e67661426a5a,Aloe Soothing Jelly Mask Fresh 23ml - Aloesowa maseczka do twarzy w płachcie - Holika Holika,KIMCHI-5454,Koreańskie kosmetyki,KIMCHI-5454,16.9|16.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
1c4a4fb7-4e6c-418d-8f1e-250b4f2c72dd,"Anyż gwiaździsty, cały 50g - TRS",KIMCHI-3440,Przyprawy jednoskładnikowe,KIMCHI-3440,12.7|12.7,100,,,missing_allergens|missing_nutrition
ae4fe4e9-04e4-4d1d-becf-ec16718eef46,Aqua Petit BB 30ml - lekki krem BB z ekstraktem z zielonej herbaty - Holika Holika,KIMCHI-5463,Koreańskie kosmetyki,KIMCHI-5463,38.9|38.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
46403f5b-6402-4512-ad23-08e0cc2fdde0,Aqua Petit Jelly BB SPF20 40ml - lekki krem BB + gąbeczka - Holika Holika,KIMCHI-5832,Koreańskie kosmetyki,KIMCHI-5832,69|69,100,,,missing_allergens|missing_nutrition|missing_storage_zone
762e8c58-8152-4369-aeb0-f3bf39f653b2,"Bancha, zielona herbata z późnego zbioru 60g - Maruka",KIMCHI-3795,Herbaty,KIMCHI-3795,20.5|20.5,100,,,missing_allergens|missing_nutrition
dda2f6bc-84b6-4ecb-afe1-e3c4d36882fd,"Baza do zupy Pho, łagodna 80g - Sen Soy",KIMCHI-2578,Buliony,KIMCHI-2578,7.4|7.4,100,,fish,missing_storage_zone
c9fb3005-1b8c-440e-8390-122b1c88a26a,"Baza do zupy Tom Yum, łagodna 80g - Sen Soy",KIMCHI-2579,Buliony,KIMCHI-2579,7.4|7.4,100,,crustaceans|fish,missing_storage_zone
8f609ee0-5dc2-437f-bee9-d5f9f80ad85e,"BBQ Tteokbokki, kluski ryżowe w sosie barbecue 260g - O'Food",KIMCHI-4595,Dania gotowe,KIMCHI-4595,30.9|30.9,100,,soybeans,missing_storage_zone
ef3cba79-21dc-412d-8924-144a806c4d07,"Bibim Men, makaron w słodko-ostrym sosie 130g - Paldo",KIMCHI-1136,Ramyun / Ramen,KIMCHI-1136,5.99|5.99,100,,cereals|soybeans|mustard|sesame,missing_storage_zone
8342a9c4-78b5-4630-8971-4e1561af0f72,"Boczek smażony, chipsy snacki mięsne, skórki wieprzowe BBQ barbecue 150g - Ok Snacks",KIMCHI-4670,Słodycze / Przekąski,KIMCHI-4670,17.99|17.99,100,,,missing_allergens
649cc5b3-be7c-4a67-adf5-269777c9248e,"Boczek smażony, chipsy snacki mięsne, skórki wieprzowe solone 150g - Ok Snacks",KIMCHI-4669,Słodycze / Przekąski,KIMCHI-4669,18.2|18.2,100,,,missing_allergens
e5381192-8a60-4ee7-b611-6e9e18b09f5d,Bouncing Petit BB 30 ml - rewitalizujący krem BB dla skóry dojrzałej - Holika Holika,KIMCHI-5444,Koreańskie kosmetyki,KIMCHI-5444,38.9|38.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
b6b85c6e-aafb-4b49-add3-35cd1cfd4768,Bulion do zupy Ramen Tonkotsu 440ml - ITA-SAN,KIMCHI-5513,Ramyun / Ramen,KIMCHI-5513,27.9|27.9,100,,,missing_allergens
6968ebdd-0942-43f6-b224-09e9624a77c5,"Bulion, koncentrat Dashi no Moto z wodorostów kombu 1kg - Shimaya",KIMCHI-5545,Buliony,KIMCHI-5545,96|96,100,,,missing_allergens
e3b3b1a0-9e2a-41d5-ae29-9a707aebc623,"CeraBarrier Moisture Active Cream Special Edition 50ml + 30ml - zestaw do pielęgnacji twarzy, serum w kremie i toner Holika Holika",KIMCHI-5434,Koreańskie kosmetyki,KIMCHI-5434,169.9|169.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price
adf57654-2c38-46e5-b785-65917f23e4ed,"Chapagetti, makaron z sosem z czarnej fasoli, łagodny 140g - Nongshim",KIMCHI-521,Ramyun / Ramen,KIMCHI-521,6.6|6.6,100,,cereals|crustaceans|soybeans|mustard|sesame,missing_storage_zone
da2d4dbb-847e-49fd-8fda-b3634b519907,"Chicharon Hot & Spicy, chrupki mięsne, skórki wieprzowe o smaku ostrego chili 50g - Pinoy Kitchen",KIMCHI-4076,Słodycze / Przekąski,KIMCHI-4076,8.99|8.99,100,,,missing_allergens
dfd872ad-369a-4335-a3ba-1463be314045,"Chicharon Salt & Vinegar, chrupki mięsne, skórki wieprzowe o smaku soli i octu 50g - Pinoy Kitchen",KIMCHI-4077,Słodycze / Przekąski,KIMCHI-4077,8.99|8.99,100,,,missing_allergens
ad874371-a09b-4e56-ae30-187509431640,Chińskie ciasteczka z wróżbą 100 szt. - Janeco,KIMCHI-935,Słodycze / Przekąski,KIMCHI-935,99|99,100,,cereals|eggs,missing_unit_price
e54c23bb-88bb-4e22-a45b-fc1f1a484aa3,Chińskie ciasteczka z wróżbą 280 szt. - Janeco,KIMCHI-1068,Słodycze / Przekąski,KIMCHI-1068,244.9|244.9,100,,cereals|eggs,missing_unit_price
4c56552f-1b3a-4ae1-8f8f-f869b2b5bc5d,Chińskie ciasteczka z wróżbą 50 szt. - Janeco,KIMCHI-934,Słodycze / Przekąski,KIMCHI-934,49.5|49.5,100,,cereals|eggs,missing_unit_price
33fcf42b-de20-4875-9f22-a1dfc8098d58,"Chińskie wodne kasztany, całe 567g - Spring Happiness",KIMCHI-2162,Owoce / Marynowane warzywa,KIMCHI-2162,11.9|11.9,100,,,missing_allergens
fd02698d-df76-435a-b64f-53a1522379e2,"Chiński nóż szefa kuchni, tasak 32,5 cm – do mięsa i warzyw - Xiao Tian Zi",KIMCHI-2617,Noże,KIMCHI-2617,99|99,100,,,missing_ingredients|missing_allergens|missing_nutrition|missing_storage_zone|missing_unit_price
8d103eb5-f028-4edc-8be6-48ff6f09a85a,"Chipsy Hi Tempura, algi nori w tempurze 40g - Tao Kae Noi",KIMCHI-1416,Słodycze / Przekąski,KIMCHI-1416,11.99|11.99,100,,cereals|eggs|soybeans,missing_storage_zone
b12ece9b-54ef-496e-ae41-a3baf5a56043,"Chipsy Hi Tempura, algi nori w tempurze chili & lime 40g - Tao Kae Noi",KIMCHI-5453,Słodycze / Przekąski,KIMCHI-5453,12.99|12.99,100,,cereals|soybeans|milk,missing_storage_zone
374845b2-ac39-4b57-b23e-d023e04eee64,"Chipsy Hi Tempura, algi nori w tempurze Mushroom & Black Pepper 40g - Tao Kae Noi",KIMCHI-5352,Słodycze / Przekąski,KIMCHI-5352,11.99|11.99,100,,cereals,missing_storage_zone
698de9aa-3de7-4660-b3a5-53a49eafb878,"Chipsy Hi Tempura, algi nori w tempurze, pikantne 40g - Tao Kae Noi",KIMCHI-1448,Słodycze / Przekąski,KIMCHI-1448,11.99|11.99,100,,cereals|eggs|soybeans,missing_storage_zone
041fb6bb-cde0-4865-bece-05d5f1b9210b,"Chipsy Hi Tempura, algi nori w tempurze Smoked BBQ 40g - Tao Kae Noi",KIMCHI-5351,Słodycze / Przekąski,KIMCHI-5351,12.99|12.99,100,,cereals|soybeans|celery,missing_storage_zone
399a4a67-8e13-4881-bd9a-9a0542373382,Chipsy krewetkowe 75g - Nongshim,KIMCHI-238,Słodycze / Przekąski,KIMCHI-238,11.99|11.99,100,,cereals|crustaceans,missing_storage_zone
597531c0-d89f-446a-9733-e47f8e158ed9,"Chipsy krewetkowe, pikantne 75g - Nongshim",KIMCHI-443,Słodycze / Przekąski,KIMCHI-443,9.99|9.99,100,,cereals|crustaceans|soybeans|milk,missing_storage_zone
3300fb89-6b7e-48d9-8a88-5c8e5bed3075,Chipsy Mexican Chicken Tomato Flavor o smaku kurczaka i pomidorów 70g - Lay's,KIMCHI-4832,Słodycze / Przekąski,KIMCHI-4832,13.99|13.99,100,,,missing_allergens
4ed353c4-fc08-4d79-8f1a-ba538c26701f,"Chipsy Nori Kimchi 18 szt x 4,5g - Sen Soy",KIMCHI-4579,Słodycze / Przekąski,KIMCHI-4579,59.5|59.5,100,,sesame,missing_storage_zone
7bce1ed3-a9c9-4c89-8798-a881caf1d6ac,"Chipsy Nori Kimchi 4,5g - Sen Soy",KIMCHI-2586,Słodycze / Przekąski,KIMCHI-2586,4.6|4.6,100,,sesame,missing_storage_zone
934f25f6-b4f8-4953-a74a-f6d7879a1ea2,"Chipsy Nori Olive Oil 24 szt x 4,5g - Sen Soy",KIMCHI-5433,Słodycze / Przekąski,KIMCHI-5433,79|79,100,,sesame,missing_storage_zone
c1ae1962-12b1-49e8-9056-3d4d29ad3ed1,"Chipsy Nori Olive Oil 4,5g - Sen Soy",KIMCHI-5432,Słodycze / Przekąski,KIMCHI-5432,4.6|4.6,100,,sesame,missing_storage_zone
7f6f0135-8699-44f0-a17a-6e7d24e15c37,"Chipsy Nori Original z solą 18 szt x 4,5g - Sen Soy",KIMCHI-4581,Słodycze / Przekąski,KIMCHI-4581,59.5|59.5,100,,sesame,missing_storage_zone
3846c4e9-4736-4d4b-84ab-dcc51e520e93,"Chipsy Nori Original z solą 4,5g - Sen Soy",KIMCHI-2613,Słodycze / Przekąski,KIMCHI-2613,4.6|4.6,100,,sesame,missing_storage_zone
33b58696-065a-49c6-9b20-f35cec0c8cb4,"Chipsy Nori Original z solą 60 szt x 2,5g - Sen Soy",KIMCHI-4582,Słodycze / Przekąski,KIMCHI-4582,110|110,100,,sesame,missing_storage_zone
14c14de4-1e67-4ed0-925a-53bb64d5aa9c,"Chipsy Nori Teriyaki 18 szt x 4,5g - Sen Soy",KIMCHI-4580,Słodycze / Przekąski,KIMCHI-4580,59.5|59.5,100,,cereals|soybeans|sesame,missing_storage_zone
21a03eae-439a-4983-99ac-e4af117cad8b,"Chipsy Nori Teriyaki 4,5g - Sen Soy",KIMCHI-2587,Słodycze / Przekąski,KIMCHI-2587,4.6|4.6,100,,cereals|soybeans|sesame,missing_storage_zone
179e1a2e-6edd-44b1-b37b-5ffc097357ae,"Chipsy Nori Wasabi 18 szt x 4,5g - Sen Soy",KIMCHI-4578,Słodycze / Przekąski,KIMCHI-4578,59.5|59.5,100,,sesame,missing_storage_zone
7eff19f6-4ff1-49ac-b715-1d0141c8ce4d,"Chipsy Nori Wasabi 4,5g - Sen Soy",KIMCHI-2585,Słodycze / Przekąski,KIMCHI-2585,4.6|4.6,100,,sesame,missing_storage_zone
4f53b694-a76f-4d3d-a254-c9b393bfa805,Chipsy Numb & Spicy Hot Pot Flavor o smaku pikantnego hot pota 70g - Lay's,KIMCHI-4828,Słodycze / Przekąski,KIMCHI-4828,13.99|13.99,100,,,missing_allergens
0e1aea00-8cc0-4702-9b19-1300dcb76f53,Chipsy Octopus and Wasabi o smaku ośmiornicy z wasabi 70g - Lay's,KIMCHI-5217,Słodycze / Przekąski,KIMCHI-5217,12.99|12.99,100,,,missing_allergens
135847f9-8b49-4862-a59c-df3ed34a8a16,"Chipsy, prażynki czosnkowe do smażenia Krupuk Bawang Fancy 250g - Finna",KIMCHI-4523,Słodycze / Przekąski,KIMCHI-4523,9.5|9.5,100,,,missing_allergens
067afb73-0867-4325-a6eb-b25c4466357f,Chipsy Wave Roasted Meat Flavor o smaku pieczonego mięsa 70g - Lay's,KIMCHI-4835,Słodycze / Przekąski,KIMCHI-4835,14.99|14.99,100,,,missing_allergens
b24409ce-8c4f-486b-b939-4674d05d8b58,Chipsy ziemniaczane Chili Spicy Crayfish o smaku raka 104g - Lay's,KIMCHI-4531,Słodycze / Przekąski,KIMCHI-4531,19.5|19.5,100,,,missing_allergens|missing_nutrition|missing_storage_zone
bc23f375-a9fa-44b6-a192-dd00218b84a9,Chipsy ziemniaczane Hot And Sour Lemon Braised Chicken Feet 70g - Lays,KIMCHI-4454,Słodycze / Przekąski,KIMCHI-4454,13.5|13.5,100,,,missing_allergens
16009311-d2e5-41f5-b2db-be5a5a1dc372,Chipsy ziemniaczane Hot And Spicy Braised Duck Tongue Flavor 70g - Lays,KIMCHI-4452,Słodycze / Przekąski,KIMCHI-4452,13.5|13.5,100,,,missing_allergens
ed6a2654-3f79-4f0d-b9b2-01189e5005c6,Chipsy ziemniaczane Korean Kimchi Flavor o smaku pikantego kimchi 70g - Lay's,KIMCHI-5478,Słodycze / Przekąski,KIMCHI-5478,15.5|15.5,100,,,missing_allergens
dad63ccf-4a4c-4e8e-8233-c7beab282333,Chipsy ziemniaczane Lime Flavor o smaku limonki 70g - Lay's,KIMCHI-4831,Słodycze / Przekąski,KIMCHI-4831,13.99|13.99,100,,,missing_allergens
b11ef08d-b656-4d60-b615-8f6f67bc7948,Chipsy ziemniaczane Potechi Teriyaki 100g - Koikeya,KIMCHI-2840,Słodycze / Przekąski,KIMCHI-2840,10.99|10.99,100,,cereals|soybeans,missing_country
752044e6-12b7-43de-a95f-5c871c4c9eaa,Chipsy ziemniaczane Potechi Umeboshi 100g - Koikeya,KIMCHI-2841,Słodycze / Przekąski,KIMCHI-2841,10.99|10.99,1,,cereals|soybeans,missing_country
22771774-0901-4e2c-919c-1c7c9b8a028e,Chipsy ziemniaczane Potechi Wasabi Nori 100g - Koikeya,KIMCHI-2839,Słodycze / Przekąski,KIMCHI-2839,10.99|10.99,100,,,missing_allergens|missing_country
a8888cf1-3b31-412e-adbb-2eece9b280ef,Chipsy ziemniaczane Sichuan Pepper Crispy Pork Flavour o smaku syczuańskiego pieprzu i wieprzowiny 70g - Lay's,KIMCHI-4799,Słodycze / Przekąski,KIMCHI-4799,13.5|13.5,100,,,missing_allergens
b1544e1f-66f9-4e0b-b008-aba949393e38,Chipsy z jackfruita (dżakfruta) 100g - Vinamit,KIMCHI-494,Słodycze / Przekąski,KIMCHI-494,19.99|19.99,100,,,missing_allergens
7be9060a-4b47-4c70-824f-8fc1bfa0c8c8,"Chipsy z wodorostów, chrupiące nori 32g - Tao Kae Noi",KIMCHI-2131,Słodycze / Przekąski,KIMCHI-2131,14.99|14.99,100,,,missing_allergens|missing_storage_zone
9f614705-dc45-4601-bff4-d82686bafa20,"Chipsy z wodorostów, chrupiące nori na ostro 32g - Tao Kae Noi",KIMCHI-2516,Słodycze / Przekąski,KIMCHI-2516,15.5|15.5,100,,,missing_allergens
c280f8ce-0568-4432-8be6-3a9a4050b579,"Choco Pie, ciastka biszkoptowe z pianką, pudełko (12 szt. x 28g) - Lotte",KIMCHI-1439,Słodycze / Przekąski,KIMCHI-1439,27.99|27.99,100,,cereals|eggs|soybeans|milk,missing_country|missing_storage_zone
56797b26-b976-4a21-80f8-525edd4a73c6,"Chrupki Karamucho Hot Chilli, pikantne 65g - Koikeya",KIMCHI-4190,Słodycze / Przekąski,KIMCHI-4190,10.7|10.7,100,,cereals|soybeans|celery,missing_country
b938d798-4baa-47cf-b3b1-38580f606f9e,Chrupki pszenne z batatami 55g - Nongshim,KIMCHI-3077,Słodycze / Przekąski,KIMCHI-3077,9.7|9.7,100,,cereals|sesame,missing_storage_zone
9081adad-5d7e-4e52-a3f1-39590e38db8b,Chrupki ziemniaczane japońskie Ami-Jaga Nori-Shio smak nori 55g - Tohato,KIMCHI-5425,Słodycze / Przekąski,KIMCHI-5425,11.99|11.99,100,,,missing_allergens
ac4cff86-3e27-4e03-ae23-52ada84301f5,"Chrupki Zzaldduk o smaku ostrego kurczaka Buldak 2xSpicy, ostre 80g - Samyang",KIMCHI-4043,Słodycze / Przekąski,KIMCHI-4043,9.5|9.5,0,,cereals|soybeans,out_of_stock
8c327c65-2436-4b3f-9a1b-3776ea55486e,Chrzan wasabi w proszku 1kg - House Foods,KIMCHI-5025,Wasabi,KIMCHI-5025,26.9|26.9,100,,mustard,missing_storage_zone
b8ab7c3a-fbf6-4138-b53b-91401309982b,Chrzan wasabi w proszku S&B puszka 30g,KIMCHI-796,Wasabi,KIMCHI-796,10.99|10.99,100,,mustard,missing_nutrition|missing_storage_zone
a8a7c088-5b8b-4b50-9a2b-8c88794a8214,Ciasteczka Squid Game spicy potato biscuits Dalgona Challenge 80g Haitai - Netlfix,KIMCHI-5284,Słodycze / Przekąski,KIMCHI-5284,20.9|20.9,100,,cereals|soybeans,missing_english_translation
ecf0ed94-d37c-4807-8001-0cce6b954f11,Clearing Petit BB 30ml - lekki krem BB - Holika Holika,KIMCHI-5460,Koreańskie kosmetyki,KIMCHI-5460,38.9|38.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
95b61de9-7bf2-4fbc-b188-2252d35bd724,Cotton Bebe Perfumed Hand Cream 30ml - nawilżający krem do rąk o zapachu bawełny - Holika Holika,KIMCHI-5435,Koreańskie kosmetyki,KIMCHI-5435,26.9|26.9,100,,,missing_allergens|missing_nutrition|missing_storage_zone
79557652-5845-4e6a-85d3-9f2689465f97,"Cukier brązowy ciemny, nierafinowany 1kg - CJ Beksul",KIMCHI-3057,Słodycze / Przekąski,KIMCHI-3057,35.99|35.99,100,,,missing_allergens
e39a7688-e83d-4818-ba40-7e1776c58ddb,"Cukierki, draże Grape Soda 2in1 winogronowe 45g - Mentos",KIMCHI-4575,Słodycze / Przekąski,KIMCHI-4575,12.5|12.5,100,,,missing_allergens
885c02f4-b137-4c96-9d66-2e72a0e4e3c5,Cukierki imbirowe Ginger Honey Lemon z cytryną i miodem 125g - Gingerbon,KIMCHI-4137,Słodycze / Przekąski,KIMCHI-4137,9.9|9.9,100,,,missing_allergens
90276835-c953-4dc2-969b-46bf2a95e068,Cukierki imbirowe Ginger Honey Lemon z cytryną i miodem 620g - Gingerbon,KIMCHI-4672,Słodycze / Przekąski,KIMCHI-4672,34.99|34.99,100,,,missing_allergens
0245b2a9-e9ac-46c2-a791-17c9eae7af0a,Cukierki imbirowe Original Ginger 125g - Gingerbon,KIMCHI-4136,Słodycze / Przekąski,KIMCHI-4136,8.99|8.99,100,,,missing_allergens
ea1ed775-5af8-46d2-b59e-0fd5da2c3a4e,Cukierki imbirowe Original Ginger 620g - Gingerbon,KIMCHI-5081,Słodycze / Przekąski,KIMCHI-5081,34.99|34.99,100,,,missing_allergens
2ef33ff2-1434-44aa-88c2-235ae8e86f7b,Cukierki japońskie gwiazdki Konpeito Sugar Drops 85g - Kasugai,KIMCHI-5404,Słodycze / Przekąski,KIMCHI-5404,17.9|17.9,100,,,missing_allergens
a74523cc-18a3-4620-908b-96c83234255c,Cukierki śliwkowe 130g - Haitai,KIMCHI-2778,Słodycze / Przekąski,KIMCHI-2778,18.2|18.2,100,,,missing_allergens
90c8f02e-657d-42a2-b8a1-ff8808aba050,Cukierki winogronowe (12% soku owocowego) 153g - Lotte,KIMCHI-2312,Słodycze / Przekąski,KIMCHI-2312,16.2|16.2,100,,,missing_allergens
46d04bff-5803-4e00-9589-e54e8a877598,Cukierki z 100% miodu Honey candy 51g - Senjaku,KIMCHI-5814,Słodycze / Przekąski,KIMCHI-5814,17|17,100,,,missing_allergens
969ff1a9-8264-4591-a408-5470002168b9,Cukierki z czarnego i czerwonego żeń-szenia GeumSan 270g - Hongsamin,KIMCHI-4301,Słodycze / Przekąski,KIMCHI-4301,21.5|21.5,100,,,missing_allergens
d66f500b-5f1e-40a2-acfe-e9f8d534ee17,Cukierki z czerwonego żeń-szenia GeumSan 200g - Hongsamin,KIMCHI-5474,Słodycze / Przekąski,KIMCHI-5474,18.9|18.9,100,,,missing_allergens
2b1359cc-4b11-4b38-9fae-9430b59ead2d,Cukierki z miodu i imbiru Honey & Ginger candy 51g - Senjaku,KIMCHI-5815,Słodycze / Przekąski,KIMCHI-5815,17|17,100,,,missing_allergens
dbe24f08-3af2-46c0-8e87-465b0aee0af1,Cukierki z miodu i yuzu Honey & Yuzu 51g - Senjaku,KIMCHI-5317,Słodycze / Przekąski,KIMCHI-5317,19.99|19.99,100,,,missing_allergens
768b2f6d-f60e-422b-a05e-01d8eea76649,"Cukier palmowy, bryłki 454g - Cock Brand",KIMCHI-361,Przyprawy jednoskładnikowe,KIMCHI-361,14.5|14.5,100,,,missing_allergens
82fcfec8-7718-4f86-893b-33c47a1374c5,Cukier palmowy Gula Djawa Cylinder 250g - Lucullus,KIMCHI-5324,Przyprawy,KIMCHI-5324,11.5|11.5,100,,,missing_allergens
37cb4889-7866-4144-a0d7-0510e3d1dbb3,Cukier palmowy Gula Djawa Slice 250g - Lucullus,KIMCHI-5325,Przyprawy,KIMCHI-5325,12.4|12.4,100,,,missing_allergens
f588dea3-e54b-4fc8-b2f9-56ca33933098,Cukier trzcinowy (brązowy) nierafinowany 500g - Mauritus Golden Cane,KIMCHI-343,Przyprawy jednoskładnikowe,KIMCHI-343,10.99|10.99,100,,,missing_allergens|missing_storage_zone
35ed2182-1106-4b76-b2b6-07a250bf03c2,"Cukier trzcinowy jaggery, kruszony 500g - Amutha",KIMCHI-3266,Przyprawy jednoskładnikowe,KIMCHI-3266,13.7|13.7,100,,,missing_allergens
c902f0d5-9751-4578-83ca-9b027c38c214,Curry Medium Hot - curry instant w proszku 1kg - Ottogi,KIMCHI-3151,Dania gotowe,KIMCHI-3151,55.5|55.5,0,,cereals|soybeans|milk,out_of_stock
ece47f85-36f0-43eb-b18a-810abe7f62f9,Czarna herbata Black Tea Yunnan 30g - Golden Turtle,KIMCHI-5020,Herbaty,KIMCHI-5020,18|18,100,,,missing_allergens
a48f20b9-06d2-4875-beb7-0715dbd1ff8c,Czarna herbata liczi Lychee Black Tea 50g - Shan Wai Shan,KIMCHI-5728,Herbaty,KIMCHI-5728,21.5|21.5,100,,,missing_allergens|missing_nutrition
40876594-5e03-4c95-87aa-b7bd41e5fc55,Czerwona fasolka azuki 900g - Valle Del Sole,KIMCHI-1147,Pozostałe produkty,KIMCHI-1147,21.99|21.99,100,,,missing_allergens|missing_storage_zone
7b8f5085-ea0c-4787-8051-fc7dc1837d36,Danie instant makaron Stir Fry Ramen Carbonara Hot Chicken 5x145g - Garak,KIMCHI-5735,Ramyun / Ramen,KIMCHI-5735,45|45,100,,cereals|soybeans|sesame,missing_storage_zone
9f3f779d-aba3-4ce4-b5bf-2359c616f0a0,Danie instant makaron Stir-Fry Udon Sukiyaki dwie porcje (2x180g) 360g Otafuku,KIMCHI-5410,Dania gotowe,KIMCHI-5410,17|17,100,,cereals|soybeans,missing_storage_zone
ec10575b-de00-4250-8fed-b790ed3d4436,Danie instant makaron Stir-Fry Yakisoba dwie porcje (2x185g) 370g Otafuku,KIMCHI-5411,Dania gotowe,KIMCHI-5411,17|17,100,,cereals|soybeans,missing_storage_zone
5d31a7e1-f1d7-472e-92e4-9ba1f3039f17,Danie instant makaron świeży udon Carbonara Hot Chicken 230g - Garak,KIMCHI-5737,Dania gotowe,KIMCHI-5737,15.9|15.9,100,,cereals|soybeans|milk,missing_storage_zone
0784ccaa-05e7-4278-ae6f-cc2413b096d8,Danie instant makaron świeży udon Hot Chicken 215g - Garak,KIMCHI-5736,Dania gotowe,KIMCHI-5736,15.9|15.9,3,,cereals|soybeans|sesame,missing_storage_zone
21487323-f28b-4257-a450-d748b38a803f,Danie instant makaron świeży udon Katsuo z grzybami 215g - Garak,KIMCHI-5738,Dania gotowe,KIMCHI-5738,15.9|15.9,100,,cereals|fish,missing_storage_zone
27b211f6-0503-4c78-a311-b523450ec517,Danie instant makaron świeży udon Kimchi 213g - Garak,KIMCHI-5739,Dania gotowe,KIMCHI-5739,15.9|15.9,100,,cereals|soybeans|sesame,missing_storage_zone
d2274c7c-6ad5-484f-8256-b66c5d771c66,"Danie instant Tteokbokki, kluski ryżowe w pikantnym sosie 160g - Sempio",KIMCHI-4098,Dania gotowe,KIMCHI-4098,11.9|11.9,100,,cereals|soybeans,missing_storage_zone
73f84fcb-c4f7-488c-b7dc-db881e153c46,"Danie instant Tteokbokki, kluski ryżowe w słodko-pikantnym sosie 160g - Sempio",KIMCHI-4099,Dania gotowe,KIMCHI-4099,11.9|11.9,100,,cereals|soybeans,missing_storage_zone
5e6fd008-e5cf-47c3-ba30-f14c0d550d06,Danie instant z ziemniaczanym makaronem Japchae Cup 82g - Sempio,KIMCHI-5223,Dania gotowe,KIMCHI-5223,16.99|16.99,100,,cereals|soybeans|sesame,missing_storage_zone
09051961-f5a1-4ff3-94e9-cf77c8b56cb0,"Danie Jin Jjajang Smoked Black Bean, smak wędzonej fasoli 135g - Ottogi",KIMCHI-5240,Ramyun / Ramen,KIMCHI-5240,11.99|11.99,100,,cereals|soybeans,missing_storage_zone
073677c6-9485-4ff4-a518-a15ce713a164,Danie koreańskie instant Japchae Noodle 75g - Ottogi,KIMCHI-5797,Ramyun / Ramen,KIMCHI-5797,13.9|13.9,100,,cereals|soybeans|celery|sesame,missing_storage_zone
f6bdd14a-4db0-440d-ab1f-7455ff157663,Danie makaron carbonara o smaku bekonu 85g - MAMA Oriental Kitchen,KIMCHI-4715,Dania gotowe,KIMCHI-4715,6.99|6.99,100,,cereals|eggs|soybeans|milk,missing_storage_zone
cbdef7c1-deaf-493a-a97e-8e9b8c314377,"Danie makaronowe Bodle Bodle Stir-fry Cheese Ramen o smaku serowym, lekko pikantne 120g - Ottogi",KIMCHI-5200,Ramyun / Ramen,KIMCHI-5200,8.1|8.1,100,,,missing_allergens|missing_nutrition|missing_storage_zone
