"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder14-batch003","ignore_or_supplies","folder14-045","PETE8162.JPG; PETE8163.JPG; PETE8164.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8162.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8163.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8164.JPG","Clear plastic round food containers with lids","","","skip","","Packaging/container supply; no size, count, barcode or retail label is visible.","Skip unless owner confirms these are sold online and provides exact capacity/count/EAN and price."
"folder14-batch003","hold_confirm","folder14-046","PETE8165.JPG; PETE8166.JPG; PETE8167.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8165.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8166.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8167.JPG","Happy New Year red paper gift bags / envelopes","","","hold","","Seasonal packaging/decor item; not clear whether it is sold online or used for store packing.","Owner should confirm if sold online, pack count, size, price and category."
"folder14-batch003","create_new_confirm","folder14-047","PETE8168.JPG; PETE8169.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8168.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8169.JPG","Hiep Long Mut Tet dried fruit mix gift box 600g","","","create_new","","Packaged retail food gift box; no safe existing SKU confirmed from review docs.","Create new SKU only after owner confirms EAN, price, stock and current freshness/expiry."
"folder14-batch003","create_new_confirm","folder14-048","PETE8170.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8170.JPG","Phuong Vy green tea 100g","","","create_new","","Packaged retail tea product; no safe existing SKU confirmed from review docs.","Create new SKU only after owner confirms EAN, price, stock and current freshness/expiry."
"folder14-batch003","create_new_confirm","folder14-049","PETE8171.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8171.JPG","Minh Ngoc green bean cake / Banh dau xanh 300g","","","create_new","","Packaged retail food product; no safe existing SKU confirmed from review docs.","Create new SKU only after owner confirms EAN, price, stock and current freshness/expiry."
"folder14-batch003","ignore_or_supplies","folder14-050","PETE8172.JPG; PETE8173.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8172.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8173.JPG","Asia Foods branded paper shopping bags","","","skip","","Store packaging / shopping bag, not a product for the grocery catalog by default.","Skip unless owner confirms bags are sold online, with size/count and price."
"folder14-batch003","hold_confirm","folder14-051","PETE8174.JPG; PETE8175.JPG; PETE8176.JPG; PETE8177.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8174.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8175.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8176.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8177.JPG","Cuckoo electric rice cooker, model unclear","","","hold","","Electrical appliance; exact model, condition, warranty and category handling are not confirmed.","Owner should confirm if appliances are sold online and provide model, EAN, price, warranty/condition details."
"folder14-batch003","hold_confirm","folder14-052","PETE8178.JPG; PETE8179.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8178.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8179.JPG","Brown serving / tea tray with gold pattern","","","hold","","Kitchenware/decor item; size, material and whether it is sold online are unclear.","Owner should confirm size, material, price and category before creating SKU."
"folder14-batch003","hold_confirm","folder14-053","PETE8180.JPG; PETE8181.JPG; PETE8194.JPG; PETE8195.JPG; PETE8196.JPG; PETE8197.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8180.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8181.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8194.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8195.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8196.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8197.JPG","Large stainless stock pot with lid and side handles","","","hold","","Kitchenware item; exact capacity/diameter and whether all photos are one SKU are unclear.","Owner should confirm capacity/diameter, price, EAN/brand if any and whether to sell online."
"folder14-batch003","ignore_or_supplies","folder14-054","PETE8182.JPG; PETE8183.JPG; PETE8185.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8182.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8183.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8185.JPG","Sona / SonaRema Fondex tabletop gas cooker / burner","","","skip","","Gas appliance has safety/category risk and should not be auto-imported from photos.","Skip unless owner explicitly confirms this exact appliance is sold online and provides model, safety/warranty details and price."
"folder14-batch003","hold_confirm","folder14-055","PETE8198.JPG; PETE8199.JPG; PETE8200.JPG; PETE8201.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8198.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8199.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8200.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8201.JPG","Electric rice cooker / warmer, model unclear","","","hold","","Electrical appliance; exact brand/model and condition/warranty are not confirmed.","Owner should confirm if appliances are sold online and provide model, EAN, price and condition/warranty details."
"folder14-batch003","hold_confirm","folder14-056","PETE8202.JPG; PETE8203.JPG; PETE8204.JPG; PETE8205.JPG; PETE8206.JPG; PETE8207.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8202.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8203.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8204.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8205.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8206.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8207.JPG","Manh Hung stainless multi-tier steamer / pot set","","","hold","","Kitchenware item; exact diameter/capacity and SKU variant are unclear.","Owner should confirm size/capacity, set contents, price and EAN/brand before creating SKU."
"folder14-batch003","create_new_confirm","folder14-057","PETE8208.JPG; PETE8209.JPG; PETE8210.JPG","/tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8208.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8209.JPG; /tmp/asiandeligo-owner-images/folder14-batch003/extracted/PETE8210.JPG","Tam Nga bamboo toothpicks, 200 pcs","","","create_new","","Packaged retail household product; no safe existing SKU confirmed from review docs.","Create new SKU only after owner confirms EAN, price, stock and category."
