"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder12-batch003","create_new_confirm","folder12-038","PETE7612.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7612.JPG","Knorr Hạt Nêm Thịt Thăn, Xương Ống & Tủy seasoning","","","create_new","","Continuation image for the same Knorr Vietnamese pork/bone marrow seasoning seen in folder12-batch002 row folder12-037. No exact catalog row found.","Use together with folder12-037 if creating a new SKU; confirm exact weight, EAN and price."
"folder12-batch003","create_new_confirm","folder12-039","PETE7613.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7613.JPG","Hiep Long Imbir w proszku / ginger powder 500g","","","create_new","","No exact Hiep Long ginger powder 500g row found in the catalog export.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","create_new_confirm","folder12-040","PETE7622.JPG; PETE7623.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7622.JPG; /tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7623.JPG","Hiep Long Trawa cytrynowa w proszku / lemongrass powder 375g","","","create_new","","No exact Hiep Long lemongrass powder 375g row found in the catalog export.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","create_new_confirm","folder12-041","PETE7624.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7624.JPG","Hiep Long Przyprawa Curry 500g","","","create_new","","No exact Hiep Long curry seasoning 500g row found. Existing curry powder rows are different brands/sizes.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","create_new_confirm","folder12-042","PETE7631.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7631.JPG","Hiep Long Przyprawa 5 Smaków / five-spice seasoning 500g","","","create_new","","No exact Hiep Long five-spice 500g row found. Existing five-spice rows are Lobo/Mee Chun and different sizes.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","create_new_confirm","folder12-043","PETE7632.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7632.JPG","Asia Foods Kurkuma / turmeric powder 0.2kg","","","create_new","","No exact Asia Foods turmeric powder 0.2kg row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder12-batch003","create_new_confirm","folder12-044","PETE7642.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7642.JPG","Hiep Long Kurkuma w proszku / turmeric powder 500g","","","create_new","","No exact Hiep Long turmeric powder 500g row found in the catalog export.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","create_new_confirm","folder12-045","PETE7643.JPG; PETE7644.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7643.JPG; /tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7644.JPG","Hoa Hien food colouring powder 500g","","","create_new","","No exact Hoa Hien food colouring 500g row found in the catalog export.","Create new SKU only if owner confirms this product should be sold online and provides price/EAN."
"folder12-batch003","create_new_confirm","folder12-046","PETE7648.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7648.JPG","Asia Foods Anyż w proszku / anise powder 200g","","","create_new","","No exact Asia Foods anise powder 200g row found in the catalog export.","Create new SKU after confirming EAN and price; retake if owner sees an old date on the package."
"folder12-batch003","hold_confirm","folder12-047","PETE7649.JPG; PETE7650.JPG","/tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7649.JPG; /tmp/asiandeligo-owner-images/folder12-batch003/extracted/PETE7650.JPG","Asia Foods Cynamon - Kora / cinnamon bark 500g","","","hold","","No exact Asia Foods cinnamon bark 500g row found; label date appears old, so images should be owner-confirmed before import.","Confirm current stock and use/retake a current-date image before creating SKU."
