source_batch,status,review_id,files,local_files,visible_product,target_sku,candidate_product,confidence,product_url,reason,next_action
folder08-batch001,create_new_confirm,folder08-001,PETE6727.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE6727.JPG,"Chaokoh Roasted Coconut Chips 30g",,,create_new,,"No exact Chaokoh Roasted Coconut Chips 30g row found in the catalog export.","Create new SKU after confirming EAN and price."
folder08-batch001,create_new_confirm,folder08-002,"PETE6947.JPG; PETE6948.JPG; PETE7664.JPG","/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE6947.JPG; /tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE6948.JPG; /tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7664.JPG","Sa Giang Four Seasons Shrimp Chips, weight not visible",,,create_new,,"Catalog has Sa Giang shrimp chips 1kg, but these photos show a small Four Seasons Shrimp Chips retail pack and the weight is not visible.","Create new SKU after confirming exact pack size, EAN, and price."
folder08-batch001,create_new_confirm,folder08-003,PETE6959.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE6959.JPG,"Janeco Fortune Cookies",,,create_new,,"No exact Janeco Fortune Cookies row found in the catalog export.","Create new SKU after confirming pack size/EAN and price."
folder08-batch001,create_new_confirm,folder08-004,"PETE7620.JPG; PETE7621.JPG","/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7620.JPG; /tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7621.JPG","Gimexco Dong Thap Shrimp Chips, large slices",,,create_new,,"Catalog has Sa Giang and Finna frying chips rows, but this image is Gimexco Dong Thap Shrimp Chips.","Create new SKU after confirming exact pack size, EAN, and price."
folder08-batch001,create_new_confirm,folder08-005,PETE7645.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7645.JPG,"Sa Giang Banh Phong Tom Shrimp Chips 200g",,,create_new,,"Catalog has Sa Giang shrimp chips 1kg (ADG-000814), but this owner image is the 200g retail pack.","Create new SKU after confirming EAN and price; do not merge into the 1kg SKU."
folder08-batch001,create_new_confirm,folder08-006,PETE7646.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7646.JPG,"Sa Giang Special Crab Chips 200g",,,create_new,,"No exact Sa Giang Special Crab Chips 200g row found in the catalog export.","Create new SKU after confirming EAN and price."
folder08-batch001,create_new_confirm,folder08-007,"PETE7693.JPG; PETE7694.JPG","/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7693.JPG; /tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7694.JPG","Sa Giang Banh Phong Chay Vegetable Chips 200g",,,create_new,,"No exact Sa Giang Vegetable Chips 200g row found in the catalog export.","Create new SKU after confirming EAN and price."
folder08-batch001,review_high_existing_sku,folder08-008,PETE7853.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7853.JPG,"Sempio Crispy Seaweed Snack Hot Chili 50g",ADG-000111,"Chipsy z alg morskich o smaku chili 50g - SEMPIO",high,https://asiandeligo.eshoper.pro/products/chipsy-z-alg-morskich-o-smaku-chili-50g-sempio,"Brand, flavor, and 50g pack size match the existing catalog row.","If accepted, import this owner image to ADG-000111."
folder08-batch001,create_new_confirm,folder08-009,PETE7859.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7859.JPG,"Paldo Shrimp Snack 75g",,,create_new,,"Catalog has Nongshim shrimp snack 75g rows, but no Paldo Shrimp Snack 75g row found.","Create new SKU after confirming EAN and price."
folder08-batch001,create_new_confirm,folder08-010,PETE7860.JPG,/tmp/asiandeligo-owner-images/folder08-batch001/extracted/PETE7860.JPG,"Sempio Seasoned Seaweed Snack 70g",,,create_new,,"Catalog has Sempio seaweed snack rows at other flavors/sizes, but no exact Seasoned Seaweed Snack 70g row found.","Create new SKU after confirming EAN and price."
