"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder13-batch003","hold_confirm","folder13-053","PETE7356.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7356.JPG","Kier Tomato Paste, double concentrated, large food-service can","","","hold","","Continuation of folder13-052; no exact Kier tomato paste row found and package may be internal/food-service stock rather than a retail SKU.","Owner should confirm whether this is meant for online sale, plus exact net weight, EAN and price before creating SKU."
"folder13-batch003","hold_confirm","folder13-054","PETE7625.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7625.JPG","Kier Tomato Concentrate can, exact size not fully confirmed","","","hold","","No exact Kier tomato concentrate row found and the visible size/package differs from the large food-service tomato paste can.","Owner should confirm whether this is a sellable SKU and provide exact net weight, EAN and price before creating SKU."
"folder13-batch003","create_new_confirm","folder13-055","PETE7357.JPG; PETE7358.JPG; PETE7376.JPG; PETE7377.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7357.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7358.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7376.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7377.JPG","Kier Mini Kolby / baby corn can","","","create_new","","No exact Kier mini corn/baby corn row found in the catalog export.","Create new SKU only after owner confirms current stock, EAN, net weight and price."
"folder13-batch003","hold_confirm","folder13-056","PETE7359.JPG; PETE7360.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7359.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7360.JPG","Kier Pomidory Obierane Cale / peeled whole tomatoes can","","","hold","","No exact Kier peeled tomatoes row found and this may be generic pantry/internal stock rather than an Asia Deli Go retail SKU.","Owner should confirm whether this should be sold online before creating a new SKU."
"folder13-batch003","hold_confirm","folder13-057","PETE7372.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7372.JPG","Asia Foods Wiorki Kokosowe / desiccated coconut 1kg","","","hold","","No exact Asia Foods 1kg desiccated coconut row found and visible best-before date appears to be 30/11/2018.","Do not import as a live stock photo. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch003","create_new_confirm","folder13-058","PETE7378.JPG; PETE7379.JPG; PETE7380.JPG; PETE7381.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7378.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7379.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7380.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7381.JPG","Salted Green Mustard / pickled mustard greens package, brand partly unclear","","","create_new","","No safe exact catalog match found; visible product is salted green mustard/pickled mustard greens but the brand and exact weight need confirmation.","Create new SKU after owner confirms exact brand, EAN, net weight and price."
"folder13-batch003","create_new_confirm","folder13-059","PETE7618.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7618.JPG","Asia Foods Cebula Prazona / fried onion bag","","","create_new","","No exact Asia Foods fried onion bag row found in the catalog export.","Create new SKU after owner confirms EAN, net weight, price and current stock."
"folder13-batch003","create_new_confirm","folder13-060","PETE7628.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7628.JPG","Hiep Long Lac Nhan Vo Hong / peanuts with skin 500g","","","create_new","","No exact Hiep Long peanuts with skin 500g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
"folder13-batch003","hold_confirm","folder13-061","PETE7637.JPG; PETE7638.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7637.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7638.JPG","Asia Foods Grzyby Biale / dried white fungus Tremella fuciformis 500g","","","hold","","No exact Asia Foods 500g white fungus row found and visible best-before date is 31/12/2019.","Do not import as a live stock photo. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch003","hold_confirm","folder13-062","PETE7639.JPG; PETE7689.JPG; PETE7690.JPG","/tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7639.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7689.JPG; /tmp/asiandeligo-owner-images/folder13-batch003/extracted/PETE7690.JPG","Asia Foods Bamboo Shoots, strips, large 2950g can","","","hold","","Catalog has smaller bamboo shoot cans from other brands, but no exact Asia Foods 2950g food-service can row was found.","Owner should confirm this is intended for online sale, not kitchen/internal stock, before creating SKU."
