"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder12-batch001","hold_confirm","folder12-001","PETE6677.JPG; PETE6678.JPG; PETE6679.JPG; PETE6680.JPG; PETE6681.JPG; PETE6682.JPG; PETE6687.JPG; PETE6688.JPG; PETE6689.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6677.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6678.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6679.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6680.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6681.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6682.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6687.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6688.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6689.JPG","Hậu Sanh Curry Powder 10g x 50 packs / 500g","","","hold","","No exact Hậu Sanh Curry Powder 500g row found. The visible supplier sticker/date on several angles looks old and makes these images risky for storefront import.","Confirm if this product should be sold online and provide/approve a clean current-stock image before creating SKU."
"folder12-batch001","create_new_confirm","folder12-002","PETE6683.JPG; PETE6684.JPG; PETE6685.JPG; PETE6686.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6683.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6684.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6685.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6686.JPG","Hậu Sanh Five-Aroma Powder 10g x 50 packs / 500g","","","create_new","","No exact Hậu Sanh Five-Aroma Powder 500g row found. Existing five-spice rows are different brands or sizes.","Create new SKU after confirming EAN and price."
"folder12-batch001","create_new_confirm","folder12-003","PETE6760.JPG; PETE6761.JPG; PETE6762.JPG; PETE6763.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6760.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6761.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6762.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6763.JPG","Cock Brand Bael Fruit 200g","","","create_new","","No exact Cock Brand Bael Fruit 200g row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder12-batch001","create_new_confirm","folder12-004","PETE6764.JPG; PETE6765.JPG; PETE6766.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6764.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6765.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6766.JPG","Hiep Long dried onion / cebula krojona suszona 200g","","","create_new","","No exact Hiep Long dried onion 200g row found. Existing Hiep Long rows are noodles, rice paper, pho spices or dried chili.","Create new SKU after confirming EAN and price."
"folder12-batch001","review_high_existing_sku","folder12-005","PETE6768.JPG; PETE6769.JPG; PETE6771.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6768.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6769.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6771.JPG","Aji-no-Moto MSG / monosodium glutamate 454g","ADG-000497","Glutaminian sodu, Aji-no-Moto MSG 454g - Ajinomoto","high","https://asiandeligo.eshoper.pro/products/glutaminian-sodu-aji-no-moto-msg-454g-ajinomoto","Exact brand, product and 454g size match existing SKU ADG-000497.","Attach the cleanest owner photo to the existing SKU if approved."
"folder12-batch001","review_possible_existing_sku","folder12-006","PETE6772.JPG; PETE6773.JPG; PETE6774.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6772.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6773.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6774.JPG","Cock Brand Massaman Curry Paste 50g","ADG-000054","Pasta Curry Massaman 50g","medium","https://asiandeligo.eshoper.pro/products/pasta-curry-massaman-50g","Photo is Cock Brand 50g Massaman Curry Paste. Existing SKU is a generic 50g Massaman row without visible brand, so owner should compare before import.","Owner should confirm this is the same product page before attaching these photos."
"folder12-batch001","create_new_confirm","folder12-007","PETE6775.JPG; PETE6776.JPG; PETE6777.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6775.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6776.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6777.JPG","Lobo Roast Duck Seasoning Mix 100g","","","create_new","","No exact Lobo Roast Duck Seasoning Mix 100g row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder12-batch001","create_new_confirm","folder12-008","PETE6778.JPG; PETE6779.JPG; PETE6780.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6778.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6779.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6780.JPG","Lobo Red Pork Seasoning Mix 100g","","","create_new","","No exact Lobo Red Pork Seasoning Mix 100g row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder12-batch001","review_high_existing_sku","folder12-009","PETE6781.JPG; PETE6782.JPG; PETE6783.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6781.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6782.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6783.JPG","Lobo Tom Ka Paste 50g","ADG-000057","Pasta Tom Kha 50g Lobo","high","https://asiandeligo.eshoper.pro/products/pasta-tom-kha-50g-lobo","Brand, Tom Ka/Tom Kha product and 50g size match existing SKU ADG-000057.","Attach the cleanest owner photo to the existing SKU if approved."
"folder12-batch001","create_new_confirm","folder12-010","PETE6784.JPG; PETE6785.JPG; PETE6786.JPG; PETE6787.JPG","/tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6784.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6785.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6786.JPG; /tmp/asiandeligo-owner-images/folder12-batch001/extracted/PETE6787.JPG","Chaokoh Coconut Milk Powder 60g","","","create_new","","No exact Chaokoh Coconut Milk Powder 60g row found. Existing coconut milk powder rows are Renuka 300g/1kg.","Create new SKU after confirming EAN and price."
