status,review_id,files,visible_product,catalog_candidate,reason,next_action
create_new,folder02-001,"PETE7892.JPG; PETE7893.JPG","Dried kombu seaweed, 1kg","No exact match. Catalog has kombu/dasima 100g/150g/200g and Dashi no Moto 1kg, not dried kombu 1kg.","Create product if owner sells it; set allergen/ingredient/weight from label."
create_new,folder02-002,"PETE7894.JPG; PETE7895.JPG","Asia Foods Mango Yam Net Spring Roll","No exact catalog match for frozen net spring roll.","Create frozen product; confirm pack size/EAN/price."
create_new,folder02-003,"PETE7896.JPG; PETE7897.JPG","Asia Foods Yam Net Spring Roll","No exact catalog match for frozen net spring roll.","Create frozen product; confirm pack size/EAN/price."
create_new,folder02-004,"PETE7898.JPG; PETE7899.JPG","Asia Foods Sweet Potato Net Spring Roll","No exact catalog match for frozen net spring roll.","Create frozen product; confirm pack size/EAN/price."
create_new,folder02-005,"PETE7900.JPG; PETE7901.JPG","Asia Foods Vegetable Haukau","No exact catalog match for frozen dim sum.","Create frozen product; confirm pack size/EAN/price."
create_new,folder02-006,PETE7902.JPG,"Asia Foods Shrimp Haukau","No exact catalog match for frozen dim sum.","Create frozen product; confirm pack size/EAN/price and crustacean allergen."
create_new,folder02-007,"PETE7903.JPG; PETE7904.JPG","Sandwich bun, likely frozen pack","No exact catalog match; label/brand needs closer owner confirmation.","Create only after confirming brand/name/pack size."
create_new,folder02-008,PETE7905.JPG,"Happy Belly Peking Duck Wrapper","No exact catalog match; catalog only has unrelated duck products.","Create frozen/chilled product; confirm pieces/weight."
create_new,folder02-009,"PETE7906.JPG; PETE7907.JPG","Spring Home TYJ Spring Roll Pastry, 30 pcs","No exact catalog match; do not map to rice paper wrappers.","Create frozen pastry product; confirm dimensions/weight."
create_new,folder02-010,PETE7908.JPG,"Spring Home TYJ Spring Roll Pastry, 40 pcs","No exact catalog match; separate from 30 pcs version.","Create frozen pastry product; confirm dimensions/weight."
create_new,folder02-011,"PETE7909.JPG; PETE7910.JPG; PETE7913.JPG; PETE7915.JPG","Happy Belly Oriental Bread, plain","No exact catalog match.","Create frozen product; use as gallery images for same SKU if pack size matches."
create_new,folder02-012,"PETE7911.JPG; PETE7912.JPG; PETE7916.JPG","Happy Belly Oriental Bread, chocolate","No exact catalog match.","Create frozen product; use as gallery images for same SKU if pack size matches."
create_new,folder02-013,PETE7914.JPG,"Spring Home Custard Bun","No exact catalog match.","Create frozen dessert product; confirm pack size."
create_new,folder02-014,PETE7917.JPG,"Spring Home Vegetable Samosa","No exact catalog match.","Create frozen product; confirm pack size and vegetarian status."
create_new,folder02-015,"PETE7918.JPG; PETE7919.JPG","Spring Home Glutinous Rice Ball, red bean/peanut style pack","No exact catalog match; flavor needs owner confirmation.","Create frozen dessert product after confirming exact flavor."
create_new,folder02-016,"PETE7921.JPG; PETE7922.JPG; PETE7923.JPG","Sesame balls with red bean, 228g","No exact catalog match; clear Polish label says red bean sesame balls.","Create frozen dessert product; confirm brand/category."
create_new,folder02-017,PETE7924.JPG,"Happy Belly Hargow Crystal Skin, 300g","No exact catalog match.","Create frozen dim sum wrapper product."
create_new,folder02-018,"PETE7925.JPG; PETE7926.JPG; PETE7927.JPG","Spring Home Samosa bulk/box","No exact catalog match and may be bulk pack, separate from PETE7917 retail box.","Create only after owner confirms pack size and whether retail or wholesale."
create_new,folder02-019,"PETE7928.JPG; PETE7929.JPG","Shrimp Headless Shell-On, 1.8kg","No exact frozen seafood catalog match.","Create frozen seafood product; confirm species/count/EAN and crustacean allergen."
create_new,folder02-020,"PETE7930.JPG; PETE7931.JPG","Black Tiger Shrimp Headless Shell-On, 1.8kg","No exact frozen seafood catalog match.","Create frozen seafood product; confirm count/EAN and crustacean allergen."
create_new,folder02-021,"PETE7932.JPG; PETE7934.JPG; PETE7935.JPG","Sushi shrimp tray / cooked shrimp gallery","No exact catalog match; product label not visible enough for exact SKU.","Create only after owner confirms exact product and pack size."
create_new,folder02-022,PETE7933.JPG,"Mixed shrimp tray, likely sushi/assorted shrimp","No exact catalog match; single SKU not reliable from photo.","Hold for owner confirmation before product creation."
create_new,folder02-023,PETE7936.JPG,"Breaded shrimp / torpedo shrimp, 250g","No exact catalog match; label partly readable but exact name should be confirmed.","Create frozen seafood product after confirming exact name/EAN."
create_new,folder02-024,"PETE7937.JPG; PETE7938.JPG; PETE7941.JPG","Peeled shrimp pack, brand label visible but exact variant unclear","No exact frozen seafood catalog match.","Create after confirming cooked/raw, size/count and pack weight."
create_new,folder02-025,"PETE7939.JPG; PETE7940.JPG; PETE7942.JPG","Black tiger shrimp pack, brand label visible but exact variant unclear","No exact frozen seafood catalog match.","Create after confirming cooked/raw, size/count and pack weight."
