source_batch,status,review_id,files,local_files,visible_product,target_sku,candidate_product,confidence,product_url,reason,next_action
"folder04-batch001","hold_confirm","folder04-001","PETE6698.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6698.JPG","Sweet chilli sauce bottle, exact brand/size not readable","","","hold","","Front label is visible but brand/volume is not reliable enough from contact sheet/OCR.","Owner/user should confirm brand and volume before creating or mapping."
"folder04-batch001","create_new_confirm","folder04-002","PETE6701.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6701.JPG","Flying Goose Sweet Chilli Sauce for Chicken, bottle","","","create_new","","Catalog has Cock Brand sweet chilli 650ml and Flying Goose sriracha/hoisin rows, but no exact Flying Goose sweet-chilli-for-chicken bottle row found.","Create after confirming volume/EAN/price; do not map to Cock Brand."
"folder04-batch001","hold_confirm","folder04-003","PETE6705.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6705.JPG","Red chilli/sriracha-style sauce bottle, label partly unreadable","","","hold","","Brand and exact flavour are unclear from available image.","Hold for owner confirmation or request another label photo."
"folder04-batch001","create_new_confirm","folder04-004","PETE6718.JPG; PETE6960.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6718.JPG; /tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6960.JPG","Sweet chilli sauce for chicken, foodservice pack","","","create_new","","Foodservice-size sweet chilli sauce; current catalog rows are different brand/retail sizes.","Create only after confirming exact brand, volume, and whether both files are same SKU/gallery."
"folder04-batch001","create_new_confirm","folder04-005","PETE6888.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6888.JPG","Oriental Sensation Spicy Mango & Lime Sauce","","","create_new","","OCR/label reads Oriental Sensation Spicy Mango & Lime Sauce; no exact catalog row found.","Create after confirming size, EAN, ingredients/allergens, and price."
"folder04-batch001","create_new_confirm","folder04-006","PETE6901.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6901.JPG","Chin-Su chilli sauce bottle","","","create_new","","Current catalog search has no Chin-Su sauce row.","Create after confirming exact variant/volume/EAN."
"folder04-batch001","hold_confirm","folder04-007","PETE6905.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6905.JPG","Sweet chilli/chicken sauce bottle, exact brand unclear","","","hold","","Looks like a sweet chilli sauce bottle but brand/volume are not safe from sheet.","Owner should confirm if this is duplicate/gallery for another sweet chilli SKU."
"folder04-batch001","hold_confirm","folder04-008","PETE6907.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6907.JPG","Vietnamese fish sauce bottle, exact brand/variant unclear","","","hold","","Label is partly readable but not enough to distinguish brand/volume.","Hold until label/brand is confirmed."
"folder04-batch001","create_new_confirm","folder04-009","PETE6909.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6909.JPG","Mushroom/dark soy sauce bottle, Chinese label","","","create_new","","Similar sauce families exist, but no safe exact catalog match from visible label.","Create only after confirming brand, type and volume."
"folder04-batch001","create_new_confirm","folder04-010","PETE6916.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6916.JPG","Healthy Boy mushroom soy sauce bottle","","","create_new","","Catalog has Healthy Boy sweet soy 700ml and fish sauce rows, not this mushroom soy bottle.","Create after confirming volume/EAN."
"folder04-batch001","review_high_existing_sku","folder04-011","PETE6921.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6921.JPG","Squid Brand Premium Fish Sauce 725ml","ADG-000095","Sos rybny 725ml - Squid","high","https://asiandeligo.eshoper.pro/products/sos-rybny-725ml-squid","Brand, product and 725ml volume match existing catalog row.","Candidate for existing SKU image import after review approval."
"folder04-batch001","create_new_confirm","folder04-012","PETE6925.JPG; PETE6971.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6925.JPG; /tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6971.JPG","Superior Light Soy Sauce, bottle/large bottle","","","create_new","","No safe exact match in current catalog export; likely separate light soy sauce SKU/size.","Create after confirming brand, volume, and whether both files are same SKU/gallery."
"folder04-batch001","create_new_confirm","folder04-013","PETE6927.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6927.JPG","Premium Quality Salted Anchovy Sauce","","","create_new","","No exact salted anchovy sauce row found in catalog.","Create after confirming brand/volume/EAN and fish allergen."
"folder04-batch001","hold_confirm","folder04-014","PETE6936.JPG; PETE6941.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6936.JPG; /tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6941.JPG","Sempio small soy sauce bottles, exact variant/volume unclear","","","hold","","Looks like Sempio soy sauce, but exact variant and volume are not readable enough to map to 500ml/860ml catalog rows.","Hold for closer label read."
"folder04-batch001","hold_confirm","folder04-015","PETE6949.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6949.JPG","White rectangular sauce container, exact product unclear","","","hold","","Side/back label not enough for product identity from current image.","Hold for owner confirmation."
"folder04-batch001","create_new_confirm","folder04-016","PETE6953.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6953.JPG","Premium Light Soy Sauce, large pack","","","create_new","","Foodservice/large light soy sauce; no exact catalog row found.","Create after confirming brand and pack size."
"folder04-batch001","create_new_confirm","folder04-017","PETE6962.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6962.JPG","Healthy Boy Thin Soy Sauce, foodservice can","","","create_new","","No Healthy Boy thin soy foodservice-size row found in catalog.","Create after confirming volume/EAN."
"folder04-batch001","create_new_confirm","folder04-018","PETE6964.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6964.JPG","Lee Kum Kee Hoisin Sauce, foodservice can","","","create_new","","Catalog has Lee Kum Kee Hoisin 397g only; this appears to be a large foodservice can.","Create after confirming exact size/EAN."
"folder04-batch001","hold_confirm","folder04-019","PETE6974.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6974.JPG","Large dark/mushroom soy sauce pack, label unclear","","","hold","","OCR was noisy and label is not reliable enough.","Hold until owner confirms exact product."
"folder04-batch001","hold_confirm","folder04-020","PETE6977.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6977.JPG","Small sauce bottle, exact product unclear","","","hold","","Front label is too small/unclear in available image.","Hold for owner confirmation."
"folder04-batch001","hold_confirm","folder04-021","PETE6980.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE6980.JPG","Small jar paste/sauce, exact product unclear","","","hold","","Jar label is not readable enough for catalog mapping.","Hold for owner confirmation."
"folder04-batch001","hold_confirm","folder04-022","PETE7063.JPG; PETE7065.JPG","/tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE7063.JPG; /tmp/asiandeligo-owner-images/folder04-batch001/extracted/PETE7065.JPG","Dark soy/sauce bottles, Chinese labels","","","hold","","Exact product and brand/volume are not reliable from current angle.","Hold or request closer label confirmation."
