status,review_id,files,visible_product,catalog_candidate,reason,next_action
create_new,folder02-026,"PETE7943.JPG; PETE7944.JPG; PETE7948.JPG","Asia Foods Vannamei Shrimp Peeled & Deveined, likely 800g net / 1000g glazed","No exact frozen Vannamei shrimp catalog match.","Create frozen seafood product after confirming count/size, net/glazed weight, EAN and price."
create_new_confirm,folder02-027,"PETE7945.JPG; PETE7946.JPG; PETE7947.JPG; PETE7949.JPG","Asia Foods Vannamei Shrimp Headless Shell-On","No exact frozen Vannamei shrimp catalog match.","Create only after confirming count/size, net/glazed weight, EAN and price."
create_new,folder02-028,PETE7950.JPG,"Asia Foods Vannamei Shrimp Peeled & Deveined Tail-On, 800g net / 1000g glazed","No exact frozen Vannamei shrimp catalog match.","Create frozen seafood product; mark crustacean allergen."
create_new,folder02-029,PETE7951.JPG,"Asia Foods Shrimp Shaomai / Xiu Mai","No exact frozen dim-sum catalog match.","Create frozen dim-sum product; confirm weight/pieces/EAN."
hold_confirm,folder02-030,"PETE7952.JPG; PETE7953.JPG; PETE7954.JPG; PETE7955.JPG; PETE7956.JPG; PETE7957.JPG; PETE7958.JPG; PETE7959.JPG; PETE7960.JPG; PETE7961.JPG; PETE7962.JPG","Back-label or alternate photos for frozen shrimp variants","Cannot reliably assign each back-label photo to the matching front-label product from contact sheet alone.","Use as gallery images only after owner confirms exact SKU grouping."
create_new_confirm,folder02-031,PETE7963.JPG,"Frozen prawns / krewetki mrozone, Vietnam origin","No exact frozen prawns catalog match.","Create after confirming brand, size/count, net weight and EAN."
create_new,folder02-032,PETE7964.JPG,"Asia Foods Frozen Gac Fruit","No exact frozen gac fruit catalog match.","Create frozen fruit product; confirm weight and price."
create_new,folder02-033,PETE7965.JPG,"Asia Foods Frozen Galangal","Catalog has galangal powder only, not frozen galangal.","Create frozen herb/vegetable product; confirm weight and price."
create_new,folder02-034,PETE7966.JPG,"Asia Foods Shrimp Spring Roll / nalesniki ryzowe z krewetkami","No exact frozen spring roll catalog match.","Create frozen prepared product; confirm pieces/weight and allergens."
create_new,folder02-035,PETE7967.JPG,"Asia Foods Frozen Takuk / Rau Ngot","No exact frozen vegetable catalog match.","Create frozen vegetable product; confirm Vietnamese/Polish display name."
create_new,folder02-036,"PETE7968.JPG; PETE7969.JPG","Asia Foods Frozen Lemongrass stalks","Catalog has dried lemongrass and lemongrass paste, not frozen stalks.","Create frozen herb product; confirm weight."
create_new,folder02-037,PETE7970.JPG,"Asia Foods Frozen Grinded Lemongrass","No exact frozen ground lemongrass catalog match.","Create frozen herb product; keep separate from stalk version."
create_new,folder02-038,PETE7971.JPG,"Asia Foods Rice Paper Net with Shrimp / nalesniki ryzowe NET z krewetkami","No exact catalog match; not the same as dry rice paper wrappers.","Create frozen prepared product; confirm pieces/weight."
create_new,folder02-039,PETE7972.JPG,"Asia Foods Potato Shrimp / krewetki w ciescie ziemniaczanym","No exact catalog match.","Create frozen prepared seafood product; confirm pieces/weight."
create_new_confirm,folder02-040,PETE7973.JPG,"Asia Foods Taro stem / Doc Mung frozen vegetable","No exact catalog match; label OCR says Peppermint but visible Vietnamese name is Doc Mung-style vegetable.","Create after owner confirms final display name."
create_new,folder02-041,"PETE7974.JPG; PETE7975.JPG","Asia Foods Haukau PTO / Ha Cao PTO","No exact frozen dim-sum catalog match.","Create frozen dim-sum product; confirm weight/pieces."
create_new_confirm,folder02-042,PETE7976.JPG,"Asia Foods Vietnamese Style Snack / Wietnamski Przysmak","No exact catalog match; exact retail name needs confirmation.","Create after owner confirms name and pack details."
create_new,folder02-043,PETE7977.JPG,"Asia Foods Tri Color Haukau / Ha Cao 3 colors","No exact frozen dim-sum catalog match.","Create frozen dim-sum product; confirm weight/pieces."
create_new,folder02-044,PETE7978.JPG,"Asia Foods Saigonki Net - shrimp with tails","No exact frozen spring roll catalog match.","Create frozen prepared seafood product; confirm pieces/weight."
create_new,folder02-045,PETE7979.JPG,"Asia Foods Seafood Roll Cake","No exact frozen seafood roll catalog match.","Create frozen prepared seafood product; confirm weight."
ignore_or_supplies,folder02-046,PETE8029.JPG,"Plastic food container / packaging tray","Not a grocery product photo for existing catalog.","Ignore for product catalog unless owner wants packaging/supplies category."
create_new,folder02-047,PETE8894.JPG,"Ruifeng Boneless Roasted Duck, 500-600g","Catalog has mock duck only, not real roasted duck meat.","Create meat/frozen product; confirm weight, storage and delivery policy."
create_new,folder02-048,"PETE8895.JPG; PETE8896.JPG; PETE8897.JPG","Asian Choice Cuttlefish, 1000g, 40-60, net 750g","No exact frozen cuttlefish catalog match.","Create frozen seafood product; confirm net/gross weight, EAN and allergen."
create_new,folder02-049,"PETE8899.JPG; PETE8900.JPG","Asia Foods Whole Vannamei Shrimp / Krewetki Vannamei Cale, size 71/90, 800g net / 1000g glazed","No exact frozen whole Vannamei shrimp catalog match.","Create frozen seafood product; confirm EAN and price."
create_new,folder02-050,"PETE8903.JPG; PETE8904.JPG","Planets Pride Ebi Fry, 40pcs x 20g, 800g","No exact frozen ebi fry catalog match.","Create frozen prepared seafood product; confirm EAN and allergens."
create_new,folder02-051,"PETE8905.JPG; PETE8906.JPG","Allgroo Misori Vegetable Dumpling, 675g","No exact frozen Korean dumpling catalog match.","Create frozen vegetarian dumpling product; confirm ingredients/allergens."
create_new,folder02-052,"PETE8907.JPG; PETE8908.JPG","Drosed Duck A Grade / Kaczka Klasa A, gutted without giblets and without neck","Catalog has mock duck only, not whole duck.","Create frozen/chilled meat product; confirm variable weight handling and delivery policy."
