"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder11-batch001","review_high_existing_sku","folder11-001","PETE6723.JPG; PETE6724.JPG; PETE6725.JPG; PETE6726.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6723.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6724.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6725.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6726.JPG","Cock Brand Concentrated Cooking Tamarind 454g / 450ml","ADG-000302","Koncentrat z tamaryndowca 454g - Cock Brand","high","https://asiandeligo.eshoper.pro/products/koncentrat-z-tamaryndowca-454g-cock-brand","Exact brand, product family and 454g tamarind concentrate size match existing SKU ADG-000302.","Attach the cleanest owner photo to the existing SKU if approved."
"folder11-batch001","create_new_confirm","folder11-002","PETE6728.JPG; PETE6729.JPG; PETE6730.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6728.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6729.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6730.JPG","Chaokoh Roasted Coconut Chips 30g","","","create_new","","No exact Chaokoh Roasted Coconut Chips 30g row found in the catalog export. Same product family appeared in folder08 create-new notes.","Do not create a duplicate if folder08 already creates this SKU; use these photos as gallery if owner approves."
"folder11-batch001","create_new_confirm","folder11-003","PETE6731.JPG; PETE6732.JPG; PETE6733.JPG; PETE6734.JPG; PETE6735.JPG; PETE6736.JPG; PETE6737.JPG; PETE8856.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6731.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6732.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6733.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6734.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6735.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6736.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6737.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE8856.JPG","Cocon Mango Pudding with Nata de Coco, 6 cups","","","create_new","","Catalog only has a generic mixed-fruit pudding row. This photo set is a mango-only Cocon pack, so it should not be merged automatically.","Create new SKU after confirming exact pack weight/EAN and price."
"folder11-batch001","review_possible_existing_sku","folder11-004","PETE6738.JPG; PETE6739.JPG; PETE6740.JPG; PETE6741.JPG; PETE8857.JPG; PETE8858.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6738.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6739.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6740.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6741.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE8857.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE8858.JPG","Cocon mixed fruit pudding with Nata de Coco, 6 cups","ADG-000406","Pudding owocowy z Nata de Coco, różne smaki - 6 x 80g","medium","https://asiandeligo.eshoper.pro/products/pudding-owocowy-z-nata-de-coco-rozne-smaki-6-x-80g","Existing SKU is a generic mixed-flavor pudding 6 x 80g. Photo brand is Cocon and visible pack looks like the same mixed format, but catalog row does not name brand.","Owner should compare current product page before attaching these photos."
"folder11-batch001","create_new_confirm","folder11-005","PETE6742.JPG; PETE6743.JPG; PETE6744.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6742.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6743.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6744.JPG","Cocon Lychee Pudding with Nata de Coco, 6 cups","","","create_new","","Catalog only has a generic mixed-fruit pudding row. This photo set is a lychee-only Cocon pack, so it should not be merged automatically.","Create new SKU after confirming exact pack weight/EAN and price."
"folder11-batch001","create_new_confirm","folder11-006","PETE6860.JPG; PETE6861.JPG; PETE6862.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6860.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6861.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE6862.JPG","Fortune cookies / ciastka szczęścia, 10 pcs pack","","","create_new","","Existing fortune cookie SKUs are Janeco 50/100/280 pcs. This photo shows a 10 pcs pack with different packaging and supplier sticker.","Create new SKU after confirming EAN and price, or skip if this is only repacked local stock."
"folder11-batch001","review_high_existing_sku","folder11-007","PETE7019.JPG; PETE7020.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7019.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7020.JPG","Cock Brand Tapioca Pearl Large 400g","ADG-000128","Tapioka, perełki duże 400g - Cock Brand","high","https://asiandeligo.eshoper.pro/products/tapioka-perelki-duze-400g-cock-brand","Exact brand, large-size marker and 400g tapioca pearl pack match existing SKU ADG-000128.","Attach the cleanest owner photo to the existing SKU if approved."
"folder11-batch001","create_new_confirm","folder11-008","PETE7021.JPG; PETE7022.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7021.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7022.JPG","Golden Chef Tapioca Pearl, larger pearl, likely 400g","","","create_new","","No Golden Chef tapioca pearl row found. Existing tapioca pearl rows are Cock Brand or other brands.","Create new SKU after confirming exact pearl size, net weight, EAN and price."
"folder11-batch001","review_high_existing_sku","folder11-009","PETE7023.JPG; PETE7024.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7023.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7024.JPG","Cock Brand Tapioca Pearl Small 400g","ADG-000125","Tapioka, perełki małe 400g - Cock Brand","high","https://asiandeligo.eshoper.pro/products/tapioka-perelki-male-400g-cock-brand","Exact brand, small-size marker and 400g tapioca pearl pack match existing SKU ADG-000125.","Attach the cleanest owner photo to the existing SKU if approved."
"folder11-batch001","create_new_confirm","folder11-010","PETE7025.JPG; PETE7026.JPG","/tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7025.JPG; /tmp/asiandeligo-owner-images/folder11-batch001/extracted/PETE7026.JPG","Golden Chef Tapioca Pearl, small pearl, likely 400g","","","create_new","","No Golden Chef tapioca pearl row found. Existing small tapioca pearl row is Cock Brand, not Golden Chef.","Create new SKU after confirming exact pearl size, net weight, EAN and price."
