"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder13-batch001","hold_confirm","folder13-001","PETE6874.JPG; PETE6875.JPG; PETE6876.JPG; PETE6877.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6874.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6875.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6876.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6877.JPG","Asia Foods Bialy Imbir Marynowany do Sushi / white pickled ginger 200g","","","hold","","No exact 200g Asia Foods white pickled ginger row found; visible package shows EXP 04/04/2019.","Do not import these photos as live stock images. Confirm current product/stock and retake a current-date image before creating SKU."
"folder13-batch001","create_new_confirm","folder13-002","PETE6890.JPG; PETE6891.JPG; PETE6892.JPG; PETE6893.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6890.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6891.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6892.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6893.JPG","Chaokoh Coconut Gel in Syrup 500g, drained 300g","","","create_new","","No exact Chaokoh coconut gel in syrup 500g row found in the catalog export.","Create new SKU after owner confirms EAN, price and current stock."
"folder13-batch001","create_new_confirm","folder13-003","PETE6894.JPG; PETE6895.JPG; PETE6896.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6894.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6895.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6896.JPG","Chaokoh Coconut Gel and Pineapple in Syrup 500g, drained 300g","","","create_new","","Continuation/duplicate image set for the same product already queued in folder11 row folder11-018.","Use together with folder11-018 if creating one new SKU; do not create duplicate products."
"folder13-batch001","create_new_confirm","folder13-004","PETE6897.JPG; PETE6898.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6897.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6898.JPG","Panchy Nata de Coco in Syrup 450g, drained 230g","","","create_new","","Catalog and previous queue have Panchy nata de coco in lychee juice, but this visible product is plain syrup and should not be auto-merged.","Create new SKU after owner confirms EAN and price; compare against folder11-019 only as a duplicate guard."
"folder13-batch001","create_new_confirm","folder13-005","PETE6899.JPG; PETE6900.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6899.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6900.JPG","Chaokoh Coconut Gel and Jackfruit in Syrup 500g, drained 300g","","","create_new","","No exact Chaokoh coconut gel and jackfruit 500g row found in the catalog export.","Create new SKU after owner confirms EAN, price and current stock."
"folder13-batch001","create_new_confirm","folder13-006","PETE6943.JPG; PETE6944.JPG; PETE6946.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6943.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6944.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE6946.JPG","Cock Brand Pickled Baby Ginger, sliced 227g / 200ml, drained 100g","","","create_new","","Existing pickled ginger row is House of Asia pink ginger 190g; this is Cock Brand baby ginger with different size/type.","Create new SKU after owner confirms EAN and price."
"folder13-batch001","create_new_confirm","folder13-007","PETE7013.JPG; PETE7014.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7013.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7014.JPG","Eaglobe dried shiitake mushrooms, whole","","","create_new","","Catalog has shiitake rows from Asia Kitchen/Green Pagoda but no exact Eaglobe package match found.","Create new SKU only after owner confirms weight, EAN and price."
"folder13-batch001","create_new_confirm","folder13-008","PETE7015.JPG; PETE7016.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7015.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7016.JPG","Eaglobe dried lily flower / daylily","","","create_new","","No exact dried lily flower/daylily row found in the catalog export.","Create new SKU only after owner confirms exact product name, weight, EAN and price."
"folder13-batch001","review_high_existing_sku","folder13-009","PETE7017.JPG; PETE7018.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7017.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7018.JPG","Hiep Long Papryka chili suszona, cala 100g","ADG-001247","Papryka chili suszona, cala 100g - Hiep Long","high","https://asiandeligo.eshoper.pro/products/papryka-chili-suszona-cala-100g-hiep-long","Exact visible brand, product and 100g size match existing SKU ADG-001247. Same product was already queued in folder12-053.","Attach as additional owner gallery image for ADG-001247 if approved; merge with folder12-053 and do not create duplicate SKU."
"folder13-batch001","hold_confirm","folder13-010","PETE7027.JPG; PETE7028.JPG","/tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7027.JPG; /tmp/asiandeligo-owner-images/folder13-batch001/extracted/PETE7028.JPG","Asia Foods Sezam bialy / white sesame 200g","","","hold","","Catalog has white sesame 100g/500g rows but no exact 200g row; visible label shows best before 31/07/2018.","Confirm current stock and retake current-date image before creating SKU."
