"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder09-batch003","create_new_confirm","folder09-048","PETE7175.JPG; PETE7176.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7175.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7176.JPG","Nature Vietnam Coffee Ca Phe 240ml, red can","","","create_new","","No Nature coffee drink row found in the catalog export. This is a new owner-stock drink candidate.","Create new SKU after confirming exact flavor, EAN and price."
"folder09-batch003","create_new_confirm","folder09-049","PETE7177.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7177.JPG","Nature Lychee Drink 240ml","","","create_new","","No exact Nature Lychee Drink row found in the catalog export. Existing lychee rows are other brands or product types.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-050","PETE7178.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7178.JPG","Nature Mango Juice 240ml","","","create_new","","No exact Nature Mango Juice row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-051","PETE7179.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7179.JPG","Punchy Passion Fruit Juice Drink 250ml","","","create_new","","No Punchy brand row found in the catalog export.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-052","PETE7180.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7180.JPG","Nature Coffee Ca Phe 240ml, black/gold can","","","create_new","","No Nature coffee drink row found in the catalog export. This appears to be a different variant from folder09-048.","Create new SKU after confirming exact flavor, EAN and price."
"folder09-batch003","create_new_confirm","folder09-053","PETE7181.JPG; PETE7182.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7181.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7182.JPG","Jia Duo Bao Herbal Tea 310ml","","","create_new","","No Jia Duo Bao / Jiaduobao herbal tea row found in the catalog export; search hits were unrelated product names.","Create new SKU after confirming EAN and price."
"folder09-batch003","create_new_confirm","folder09-054","PETE7286.JPG; PETE7287.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7286.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7287.JPG","OKF Coco Natural Coconut Drink with Coconut Jelly 1.5L","","","create_new","","No OKF rows found in the catalog export. This is distinct from the OKF Coco Natural 500ml candidate in folder09-batch002.","Create new SKU after confirming EAN and price; do not merge with the 500ml size."
"folder09-batch003","review_high_existing_sku","folder09-055","PETE7288.JPG; PETE7289.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7288.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7289.JPG","OISHI Green Tea Original 500ml","ADG-001090","Napoj herbata Green Tea Original 500ml - OISHI","high","https://asiandeligo.eshoper.pro/products/napoj-herbata-green-tea-original-500ml-oishi","Exact brand, flavor and volume match existing SKU ADG-001090.","Attach these owner photos to the existing SKU if approved."
"folder09-batch003","create_new_confirm","folder09-056","PETE7290.JPG; PETE7291.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7290.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7291.JPG","Paldo Aloe Vera Drink 1.5L","","","create_new","","Catalog has Paldo noodles/Sikhye only, no Paldo Aloe drink. Same product candidate was also seen in folder09-batch002 row folder09-017.","Merge with folder09-batch002 folder09-017 if owner confirms it is the same 1.5L product; then create one new SKU."
"folder09-batch003","create_new_confirm","folder09-057","PETE7292.JPG; PETE7293.JPG","/tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7292.JPG; /tmp/asiandeligo-owner-images/folder09-batch003/extracted/PETE7293.JPG","OKF Aloe Organic 500ml","","","create_new","","No OKF rows found in the catalog export. This is a separate 500ml organic aloe variant.","Create new SKU after confirming EAN and price."
