"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder13-batch004","hold_confirm","folder13-079","PETE7882.JPG; PETE7883.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE7882.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE7883.JPG","Asia Foods Wodorosty Suszone Thai Soi / dried seaweed 1kg","","","hold","","No exact Thai Soi 1kg dried seaweed row found and visible best-before date is 31/12/2020.","Do not import as a live stock photo. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch004","create_new_confirm","folder13-080","PETE7995.JPG; PETE7996.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE7995.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE7996.JPG","Green Pagoda Grzyby Mun / whole black fungus mouse ears 1kg","","","create_new","","Same visible product family was already queued as folder13-050. Catalog has Green Pagoda whole mun 50g and generic 1kg sliced mun, but no exact Green Pagoda whole mun 1kg row.","If owner approves, merge this photo set with folder13-050 and create only one new SKU; do not create duplicate products."
"folder13-batch004","create_new_confirm","folder13-081","PETE8831.JPG; PETE8832.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8831.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8832.JPG","Lianfeng Pickled Vegetable / Legumes Marines 150g","","","create_new","","No exact Lianfeng pickled vegetable 150g row found in the catalog export.","Create new SKU after owner confirms exact translated name, EAN, price and current stock."
"folder13-batch004","create_new_confirm","folder13-082","PETE8833.JPG; PETE8834.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8833.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8834.JPG","Golden Lion Dried Velvet Pioppini mushrooms 100g","","","create_new","","Catalog has other Golden Lion products but no exact dried velvet pioppini 100g row found.","Create new SKU after owner confirms EAN and price."
"folder13-batch004","hold_confirm","folder13-083","PETE8835.JPG; PETE8836.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8835.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8836.JPG","Asia Foods Sezam bialy / white sesame 1kg","","","hold","","Catalog has white sesame 100g/500g rows but no exact Asia Foods 1kg row; visible date appears to be 31/12/2018.","Do not import as a live stock photo. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch004","hold_confirm","folder13-084","PETE8837.JPG; PETE8838.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8837.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8838.JPG","Asia Foods Sezam czarny / black sesame 500g","","","hold","","Catalog has generic black sesame 500g row ADG-000027, but the visible owner photo shows an old Asia Foods label with date 31/07/2018.","Do not import this old photo. If owner confirms same live SKU, retake a current-date photo before attaching to ADG-000027 or creating a separate SKU."
"folder13-batch004","create_new_confirm","folder13-085","PETE8852.JPG; PETE8853.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8852.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8853.JPG","Cock Brand Bamboo Shoot in Brine Tips 454g / 470ml, drained 400g","","","create_new","","Catalog has bamboo shoots from House of Asia, Twin Elephants and Royal Orient, but no exact Cock Brand bamboo shoot tips 454g package.","Create new SKU after owner confirms EAN and price."
"folder13-batch004","create_new_confirm","folder13-086","PETE8865.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8865.JPG","Wangzhihe white fermented tofu 240g","","","create_new","","Existing Wangzhihe fermented tofu row ADG-001054 is red/hong furu 340g, while this visible product is white fermented tofu 240g.","Create new SKU after owner confirms EAN and price; do not merge with ADG-001054."
"folder13-batch004","create_new_confirm","folder13-087","PETE8868.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8868.JPG","Chaokoh ruby gel with red bean, water chestnut and coconut meat in syrup 500g, drained 300g","","","create_new","","No exact Chaokoh ruby gel/red bean/water chestnut/coconut meat in syrup row found in the catalog export.","Create new SKU after owner confirms EAN and price; compare only as a duplicate guard against existing Chaokoh coconut dessert rows."
"folder13-batch004","hold_confirm","folder13-088","PETE8869.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8869.JPG","Ca Trang Muoi / salted white eggplant 500g","","","hold","","Same product family was already queued as folder13-027 and the visible stamp shows EXP 31/12/2020.","Do not import as a live stock photo. If owner still sells this product, merge with folder13-027 and retake a current-date image before creating SKU."
"folder13-batch004","create_new_confirm","folder13-089","PETE8872.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8872.JPG","Szechuen Preserved Vegetable, shredded 340g","","","create_new","","Same visible product was already queued as folder13-030; no exact current catalog row found.","If owner approves, merge with folder13-030 and create only one new SKU; do not create duplicate products."
"folder13-batch004","create_new_confirm","folder13-090","PETE8875.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8875.JPG","Chinese sour-spicy pickled long beans / cowpea 260g jar, brand unclear","","","create_new","","No exact jarred sour-spicy long bean/cowpea row found; visible brand and translated name need confirmation.","Create new SKU after owner confirms exact translated name, brand, EAN and price."
"folder13-batch004","hold_confirm","folder13-091","PETE8884.JPG; PETE8885.JPG","/tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8884.JPG; /tmp/asiandeligo-owner-images/folder13-batch004/extracted/PETE8885.JPG","Xin Jing Brand Double Acting Baking Powder 8lb / 3.632kg food-service can","","","hold","","No exact baking powder row found and the package is a very large food-service can that may be internal/kitchen stock rather than storefront retail stock.","Owner should confirm whether this should be sold online, plus EAN and price, before creating SKU."
