decision,id,slug,name,category,firstSku,sourceLegacyId,sourceResolution,sourceUrl,sourceStatus,currentIngredientsPresent,currentAllergensPresent,currentNutritionPresent,currentStorageZone,rawAllergenWarning,candidateAllergens,rawStorageText,candidateStorageZone,rawIngredients,nutritionServingSize,nutritionCaloriesKcal,nutritionEnergyKj,nutritionFat,nutritionSaturatedFat,nutritionCarbs,nutritionSugar,nutritionFiber,nutritionProtein,nutritionSalt,nutritionRaw,dietTraits,productTraits
review_candidate,3361b22c-5fe0-4606-86d3-536da916f3e0,ryz-do-sushi-1kg-kimpo,Ryż do sushi 1kg Kimpo,ryż-i-inne-ziarna,ADG-000040,KIMCHI-146,historical_product_id_mapping,https://kimchi.pl/product-pol-146.html,200,yes,no,yes,AMBIENT,,,"Przechowywać w suchym i chłodnym miejscu, chronić przed wilgocią.",AMBIENT,"na 6-8 porcji: 1. 500 g ryżu Kimpo 2. 650 ml wody 3. kawałek kombu (wymiary ok. 4 x 4 cm) 4. 150 ml octu ryżowego 5. 60 g cukru 6. 5 g soli Sposób przygotowania: Odmierzoną porcję ryżu wsypujemy do dużej miski i kilkakrotnie przepłukujemy w chłodnej wodzie, aż będzie ona przejrzysta. Umyty ryż zalewamy czystą, zimną wodą i odstawiamy do namoczenia na 30 minut. Następnie odcedzamy, przekładamy do garnka, zalewamy odmierzoną porcją świeżej, zimnej wody, a na wierzch kładziemy kombu. Wszystko razem podgrzewamy na średnim ogniu do zagotowania. Przez pierwsze 5 minut gotujemy ryż z dodatkiem kombu. Po tym czasie wyjmujemy algi, zmniejszamy płomień na najmniejszy i gotujemy pod szczelnym przykryciem przez kolejne 8-10 minut. W międzyczasie należy przygotować zaprawę. W małym rondelku łączymy więc ocet, cukier oraz sól. Podgrzewamy na małym ogniu do całkowitego rozpuszczenia suchych składników. Odstawiamy do wystygnięcia. Ugotowany ryż zdejmujemy z palnika i pozostawiamy pod przykryciem na dodatkowe 10 minut. Następnie przekładamy go do zwilżonego wodą hangiri lub innego naczynia o dużej powierzchni, polewamy zaprawą octową i delikatnie mieszamy, tak aby nie uszkodzić ziaren. Po ostudzeniu do temperatury pokojowej ryż jest gotowy do formowania. :) * * * Przechowywać w suchym i chłodnym miejscu, chronić przed wilgocią. Kraj pochodzenia: Wietnam Składniki: 100% ryż biały okrągłoziarnisty",w porcji 100g,349,1483,0.5,0.22,78.5,0.3,,7.7,0.06,"(w porcji 100g)
Wartość energetyczna
1483kJ/349kcal
Tłuszcze
0,5g
*w tym kwasy tłuszczowe nasycone
0,22g
Węglowodany
78,5g
*w tym cukry
0,3g
Białko
7,7g
Sól
0,06g","[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)|Pay|Po|Kup teraz, zapłać za 30 dni|Kup teraz, zapłać później - 4 kroki|Przy wyborze formy płatności, wybierz|Po.|Po opłaci twój rachunek w sklepie.|Na stronie|Po sprawdź swoje dane i podaj pesel.|Po otrzymaniu zakupów decydujesz co ci pasuje, a co nie.|Możesz zwrócić część albo całość zamówienia - wtedy zmniejszy się też kwota do zapłaty|W ciągu 30 dni od zakupu płacisz|Po za swoje zakupy bez żadnych dodatkowych kosztów.|Jeśli chcesz, rozkładasz swoją płatność na raty.","Bez pszenicy|Importer|Nazwa firmy|P|A|N|S|I|O|L|K|P.|Z|O.|Adres ul.|Sochaczewska 108 05-850|Macierzysz|Aktualne informacje o towarach zamieszczone na stronie w momencie zakupu, tj. treść opisu, skład oraz wartości odżywcze produktu przekazywane są na adres mailowy|Klienta w formie pliku|D|F po złożeniu zamówienia.|Wszelkie materiały (treści, teksty, opisy produktów, grafiki, ikony, bannery, układ elementów itp.) przedstawione w sklepach|Sklep.na|Sushi.pl oraz|Kimchi.pl w obrębie domen: www.sklep.nasushi.pl, www.nasushi.pl oraz www.kimchi.pl są objęte prawami autorskimi|Sushi.pl,|Kimchi.pl lub ich dostawców treści i technologii."
review_candidate,e1b1219f-d952-4e0b-85b0-52e48f01800e,zupa-makaronowa-neoguri-ramyun-z-owocami-morza-ostra-120g-nongshim,"Zupa makaronowa Neoguri Ramyun z owocami morza, ostra 120g - Nongshim",ramyun-ramen,ADG-000087,KIMCHI-324,historical_product_id_mapping,https://kimchi.pl/product-pol-324.html,200,yes,yes,yes,,"Produkt zawiera soję, pszenicę, ryby, skorupiaki oraz mięczaki. Może zawierać jęczmień, jaja, orzeszki ziemne, mleko, selera, musztardę oraz nasiona sezamu.",cereals|eggs|fish|peanuts|soybeans|milk|mustard|molluscs,,,"Makaron (89%): mąka pszenna, skrobia ziemniaczana, olej palmowy, przyprawa (substancja utrzymująca wilgoć: sorbitol (E420); olej słonecznikowy, kałamarnica, anchois, emulgator: lecytyna sojowa (E322); krewetki), sól, gluten pszenny, tokoferol w płynie (zawiera emulgator: lecytyna sojowa (E322)); regulatory kwasowości: węglan potasu (E501), fosforan sodu (E339), węglan sodu (E500); ekstrakt z zielonej herbaty (oligosacharydy, katechiny), barwnik: ryboflawiny (E101) Przyprawa bulionowa (9%): przyprawa (maltodekstryna, małże, sól, hydrolizowane białko roślinne (soja, pszenica), kałamarnica, cukier, olej palmowy, małże Venus, anchois, tuńczyk, tuńczyk bonito), sól, przyprawa (maltodekstryna, papryczka chili, pieprz czarny), cukier, glukoza, wzmacniacze smaku: guanylan disodowy (E627), inozynian disodowy (E631); karmel w proszku (maltodekstryna, barwnik: karmel amoniakalny (E150c) Posypka (2%): algi, wodorosty morskie, cebula, ciasto rybne (dorsz czarny, skrobia pszenna, kałamarnica), marchew",w 100g/100ml,407,1716,12,5.9,68,3.1,,6.8,3.7,"(w 100g/100ml)
Wartość energetyczna
1716kJ/407kcal
Tłuszcze
12g
Węglowodany
68g
*w tym cukry
3,1g
Białko
6,8g
Sól
3,7g
*w tym kwasy tłuszczowe nasycone 5,9g
Importer
Nazwa firmy
Asia Express Food B.V.
Adres
Kilbystraat 1, 8263 CJ, Kampen, Nederland",,
review_candidate,fbb02e6e-7afd-456c-a95b-89191d711b7d,zupa-instant-shin-kimchi-ramyun-ostra-120g-nongshim,"Zupa instant Shin Kimchi Ramyun, ostra 120g Nongshim",ramyun-ramen,ADG-000096,KIMCHI-355,historical_product_id_mapping,https://kimchi.pl/product-pol-355.html,200,yes,yes,yes,,"Zawiera pszenicę, soję oraz gorczycę. Produkt przygotowywany w zakładzie, gdzie przetwarzane są także: jęczmień, skorupiaki, jaja, ryby, orzeszki ziemne, mleko, seler, gorczyca, sezam, mięczaki.",cereals|eggs|peanuts|soybeans|milk|celery|mustard|sesame,,,"Makaron (87%): mąka pszenna, skrobia ziemniaczana, olej palmowy, sól, regulatory kwasowości: węglan potasu (E501), węglan sodu (E500), fosforan sodu (E339); emulgator: lecytyna (E322 - zawiera soję); przyprawa (ekstrakt drożdżowy, nasiona soi, czosnek, skrobia pszenna), ekstrakt z zielonej herbaty (oligosacharydy, katechiny z herbaty), barwnik: ryboflawina (E101) Przyprawa bulionowa (10%): przyprawy (maltodekstryna, hydrolizowane białko roślinne (soja, pszenica), sól, ekstrakt drożdżowy, olej musztardowy), sól, cukier, wzmacniacze smaku: glutaminian sodu (E621), guanylan disodowy (E627), inozynian disodowy (E631); przyprawy (maltodekstryna, czosnek, glukoza, czarny pieprz), kwas spożywczy: kwas cytrynowy (E330); barwnik: karmel amoniakalny (E150c) Posypka (3%): płatki kimchi 1% (kapusta pekińska, czosnek, czerwona papryka chili), kapusta bok choy, marchew, zielona cebulka",w 100g/100ml,427,1800,13,6.5,68,4.9,,9.6,4.5,"(w 100g/100ml)
Wartość energetyczna
1800kJ/427kcal
Tłuszcze
13g
Węglowodany
68g
*w tym cukry
4,9g
Białko
9,6g
Sól
4,5g
*w tym kwasy tłuszczowe nasycone
6,5g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html),Bez mięsa|Bez jajek|Bez nabiału|Kupująć ten produkt otrzymasz pkt.
review_candidate,2fd8be3e-3631-4eba-aa9f-3655859c1e45,zupa-soon-veggie-ramyun-lekko-pikantna-112g-nongshim,"Zupa Soon Veggie Ramyun, lekko pikantna 112g - Nongshim",ramyun-ramen,ADG-000107,KIMCHI-404,historical_product_id_mapping,https://kimchi.pl/product-pol-404.html,200,yes,yes,yes,,"Produkt przygotowywany jest w zakładzie, gdzie przetwarzane są: jęczmień, skorupiaki, jaja, ryby, orzechy ziemne, mleko, seler, gorczyca, sezam, mięczaki.",cereals|eggs|peanuts|soybeans|milk|nuts|celery|sesame,,,"Makaron: mąka pszenna, olej palmowy, skrobia ziemniaczana, modyfikowana skrobia ziemniaczana, sól, regulatory kwasowości: węglan potasu (E501), węglan sodu (E500), fosforan sodu (E339); przyprawa (ekstrakt z drożdży, sos sojowy, czosnek), płynny tokoferol (tokoferol, emulgator: lecytyna (zawiera soję)), ekstrakt z zielonej herbaty (oligosacharydy, ekstrakt z zielonej herbaty, regulator kwasowości: kwas cytrynowy), barwnik: ryboflawina Zupa: przyprawa (hydrolizowane białko roślinne (soja), maltodekstryna, ekstrakt z drożdży, sól, sos sojowy, soja, cukier, mąka pszenna), przyprawy (maltodekstryna, czosnek, pieprz czerwony, sól, pieprz czarny, imbir, cebula, zielona cebulka), sól, cukier, wzmacniacze smaku: inozynian disodowy (E631), guanylan disodowy (E627); maltodekstryna, grzyby shiitake, kwas cytrynowy (E330)",w 100g/100ml,430,1810,14,6.8,67,3,,9,4.1,"(w 100g/100ml)
Wartość energetyczna
1810kJ/430kcal
Tłuszcze
14g
Węglowodany
67g
*w tym cukry
3g
Białko
9g
Sól
4,1g
*w tym kwasy tłuszczowe nasycone 6,8g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)|Kupująć ten produkt otrzymasz pkt.,
review_candidate,c610df48-b6c8-469e-8414-c6b3c2bbec3b,zupa-instant-shin-ramyun-duza-micha-114g-nongshim,"Zupa instant Shin Ramyun, duża micha 114g - Nongshim",ramyun-ramen,ADG-000133,KIMCHI-510,historical_product_id_mapping,https://kimchi.pl/product-pol-510.html,200,yes,yes,yes,,"Produkt zawiera soję oraz pszenicę. Wytwarzany w zakładzie, gdzie przetwarzane są także jęczmień, skorupiaki, jaja, ryby, orzeszki ziemne, mleko, seler, gorczyca, sezam, mięczaki.",cereals|eggs|peanuts|soybeans|milk|celery|sesame,,,"Makaron (86%): mąka pszenna, skrobia ziemniaczana, olej palmowy, sól, przyprawa (hydrolizowane białko roślinne (soja), ekstrakt z drożdży), regulatory kwasowości: węglan potasu (E501), węglan sodu (E500), fosforan sodu (E339); przeciwutleniacz: tokoferol (E306); emulgator: lecytyna (E322 - zawiera soję); ekstrakt z zielonej herbaty, barwnik: ryboflawiny (E101) Zupa (12%): przyprawa (hydrolizowane białko roślinne (soja), maltodekstryna, ekstrakt z drożdży, sól, rzodkiewka, mąka pszenna), przyprawy (maltodekstryna, glukoza, pieprz czarny, czerwona papryka chili, sól, ekstrakt z chili), wzmacniacze smaku: glutaminian sodu (E621), guanylan disodowy (E627), inozynian disodowy (E631); sól, cukier, grzyby shiitake, glukoza, skrobia ziemniaczana Posypka (2%): teksturowane białko roślinne (soja, gluten pszenny), cebula, grzyby shiitake, marchew, kapusta bok choy, czerwona papryka chili",w 100g/100ml,436,1834,14,6.8,69,4.5,,8.4,3.6,"(w 100g/100ml)
Wartość energetyczna
1834kJ/436kcal
Tłuszcze
14g
Węglowodany
69g
*w tym cukry
4,5g
Białko
8,4g
Sól
3,6g
*w tym kwasy tłuszczowe nasycone 6,8g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)|Kupująć ten produkt otrzymasz pkt.,
review_candidate,c74ff8cf-a726-448a-a12f-194db70b2c90,larwy-jedwabnika-w-zalewie-130g-yoo-dong,Larwy jedwabnika w zalewie 130g - Yoo Dong,słodycze-przekąski,ADG-000274,KIMCHI-1140,historical_product_id_mapping,https://kimchi.pl/product-pol-1140.html,200,yes,no,no,,,,Po zalogowaniu możesz umieścić i przechowywać na liście zakupowej dowolną liczbę produktów nieskończenie długo.,,,,,,,,,,,,,,,
review_candidate,97346035-6c6c-42c6-988f-04ceab267c29,mochi-ryzowe-ciasteczka-w-3-smakach-250g-royal-family,"Mochi, ryżowe ciasteczka w 3 smakach 250g - Royal Family",słodycze-przekąski,ADG-000816,KIMCHI-3811,historical_product_id_mapping,https://kimchi.pl/product-pol-3811.html,200,yes,no,no,,,,Po zalogowaniu możesz umieścić i przechowywać na liście zakupowej dowolną liczbę produktów nieskończenie długo.,,,,,,,,,,,,,,,
review_candidate,b24409ce-8c4f-486b-b939-4674d05d8b58,chipsy-ziemniaczane-chili-spicy-crayfish-o-smaku-raka-104g-lay-s,Chipsy ziemniaczane Chili Spicy Crayfish o smaku raka 104g - Lay's,słodycze-przekąski,ADG-001046,KIMCHI-4531,historical_product_id_mapping,https://kimchi.pl/product-pol-4531.html,200,yes,no,no,,,,Po zalogowaniu możesz umieścić i przechowywać na liście zakupowej dowolną liczbę produktów nieskończenie długo.,,,,,,,,,,,,,,,
review_candidate,7d4cc756-383f-46b6-85d3-1496122108a6,wafelki-z-nadzieniem-cream-collon-assari-milk-81g-glico,Wafelki z nadzieniem Cream Collon Assari Milk 81g - Glico,słodycze-przekąski,ADG-001217,KIMCHI-4923,historical_product_id_mapping,https://kimchi.pl/product-pol-4923.html,200,yes,no,no,,,,Po zalogowaniu możesz umieścić i przechowywać na liście zakupowej dowolną liczbę produktów nieskończenie długo.,,,,,,,,,,,,,,,
review_candidate,c5c604f4-1b67-4d77-bbb0-e409e4f5cd0b,paluszki-pepero-migdaly-i-czekolada-32g-lotte,Paluszki Pepero Migdały i Czekolada 32g - Lotte,słodycze-przekąski,ADG-000262,KIMCHI-1090,historical_product_id_mapping,https://kimchi.pl/product-pol-1090.html,200,yes,yes,no,,"Produkt zawiera pszenicę, mleko, soję, migdały oraz jajka.",cereals|eggs|soybeans|milk|nuts,,,"Mąka pszenna, migdały, cukier, tłuszcz roślinny - (olej palmowy, olej słonecznikowy, lecytyna, witamina E), masa kakaowa - (mleko w proszku, masa kakaowa), laktoza, tłuszcz roślinny - (olej palmowy, naturalny tokoferol), paluszki zbożowe - (pszenica, ryż, ryż kleisty), mleko w proszku, masa kakaowa, masło przetworzone - (masło, olej kokosowy), jajko, regulator kwasowości - (fosforan sodu, wodorowęglan amonu, wodorowęglan sodu), ekstrakt słodowy, emulgator - (lecytyna, polirycynooleinian poliglicerolu), sól, fruktoza, syrop kukurydziany, aromat waniliowy - (glikol propylenowy, wanilina, tracetyna, acetoina, kwas dekanowy), enzymy - (gliceryna, ekstrakt z papai, pirosiarczyn sodu), drożdże (drożdże, monostearynian sorbitanu, witamina C) Importer Nazwa firmy PANASIA POLSKA SP. Z O. O. Adres ul. Sochaczewska 108 05-850 Macierzysz",,,,,,,,,,,,,
