"source_batch","status","review_id","files","local_files","visible_product","target_sku","candidate_product","confidence","product_url","reason","next_action"
"folder13-batch002","hold_confirm","folder13-026","PETE7191.JPG; PETE7192.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7191.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7192.JPG","Ngoc Lien Pickled Young Mango / Xoai Ngam Duong 800g","","","hold","","No exact current catalog row found and visible date appears to be 25.10.2019.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","hold_confirm","folder13-027","PETE7193.JPG; PETE7194.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7193.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7194.JPG","Ngoc Lien Ca Trang Muoi / pickled white field eggplant 500g","","","hold","","No exact current catalog row found and visible expiry appears to be 31.12.2020.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","create_new_confirm","folder13-028","PETE7195.JPG; PETE7196.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7195.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7196.JPG","Hiep Long Mang La Tuoi / fresh bamboo leaves can 3kg","","","create_new","","No exact Hiep Long 3kg bamboo leaves can row found in the catalog export.","Create new SKU only after owner confirms current stock, EAN and price."
"folder13-batch002","create_new_confirm","folder13-029","PETE7219.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7219.JPG","Szechuen Preserved Vegetable, whole 340g","","","create_new","","No exact Szechuen preserved vegetable whole 340g row found in the catalog export.","Create new SKU after owner confirms EAN, price and that the visible lid/date is current."
"folder13-batch002","create_new_confirm","folder13-030","PETE7227.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7227.JPG","Szechuen Preserved Vegetable, shredded 340g","","","create_new","","No exact Szechuen preserved vegetable shredded 340g row found in the catalog export.","Create new SKU after owner confirms EAN, price and that the visible lid/date is current."
"folder13-batch002","create_new_confirm","folder13-031","PETE7230.JPG; PETE7231.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7230.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7231.JPG","Cock Brand Pickled Green Chilli, whole 227g / 200ml, drained 100g","","","create_new","","No exact Cock Brand pickled green chilli 227g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-032","PETE7232.JPG; PETE7233.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7232.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7233.JPG","Cock Brand Pickled Red Chilli, whole 227g / 200ml, drained 100g","","","create_new","","No exact Cock Brand pickled red chilli 227g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-033","PETE7234.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7234.JPG","HeJingTian Pickled Cabbage 200g","","","create_new","","No exact HeJingTian pickled cabbage 200g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-034","PETE7235.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7235.JPG","Diamond Whole Water Chestnuts 340g","","","create_new","","Catalog has Spring Happiness whole water chestnuts 567g, but this visible product is Diamond 340g and should not be auto-merged.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-035","PETE7238.JPG; PETE7239.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7238.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7239.JPG","Dried seaweed / algi suszone 40g, brand not fully clear","","","create_new","","No safe exact match because the visible brand is partly unclear and the package is not a standard nori sheet row.","Owner should confirm exact brand, product name, EAN and price before creating SKU."
"folder13-batch002","create_new_confirm","folder13-036","PETE7242.JPG; PETE7243.JPG; PETE7244.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7242.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7243.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7244.JPG","Eaglobe Dried Bean Thread / soybean sticks 150g","","","create_new","","Catalog has other tofu-skin/yuba rows, but no exact Eaglobe 150g bean thread package found.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","hold_confirm","folder13-037","PETE7245.JPG; PETE7246.JPG; PETE7247.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7245.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7246.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7247.JPG","Lotus Brand packaged vegetable, exact product name not readable","","","hold","","The package front is visible but the exact product name and weight are not readable enough for safe SKU creation.","Owner should identify the product or provide a clearer front/back photo before mapping or creating SKU."
"folder13-batch002","create_new_confirm","folder13-038","PETE7258.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7258.JPG","Mori-Nu Silken Tofu Firm 349g","","","create_new","","Existing Mori-Nu Firm catalog row is 307g (ADG-001214); this visible product is 349g and should not be merged automatically.","Create new SKU after owner confirms EAN and price; keep separate from ADG-001214 unless owner says packaging/weight changed."
"folder13-batch002","hold_confirm","folder13-039","PETE7259.JPG; PETE7260.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7259.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7260.JPG","Hiep Long Mang Ao Toi / preserved bamboo 500g","","","hold","","No exact current catalog row found and visible stamp appears to show EXP 31.12.2020.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","hold_confirm","folder13-040","PETE7310.JPG; PETE7311.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7310.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7311.JPG","Ngoc Lien Ca Phao Nuoc Tom Chua / preserved eggplant 800g","","","hold","","No exact current catalog row found and visible date appears to be from 2019.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","hold_confirm","folder13-041","PETE7312.JPG; PETE7313.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7312.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7313.JPG","Ngoc Lien Cu Kieu Chua Ngot / pickled leek 800g","","","hold","","No exact current catalog row found and visible date appears to be from 2019.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","hold_confirm","folder13-042","PETE7314.JPG; PETE7315.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7314.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7315.JPG","Ngoc Lien Tieu Non Chua Ngot / Pickled Young Pepper","","","hold","","No exact current catalog row found and visible side date appears to include 02.2017 / 02.2019.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","hold_confirm","folder13-043","PETE7316.JPG; PETE7317.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7316.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7317.JPG","Ngoc Lien Ngo Sen Chua Ngot / Pickled Lotus Rootlet","","","hold","","No exact current catalog row found and visible side date appears to include 01.2017 / 01.2019.","Do not import as live stock image. Confirm current stock and retake a current-date photo before creating SKU."
"folder13-batch002","create_new_confirm","folder13-044","PETE7318.JPG; PETE7319.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7318.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7319.JPG","Aroy-D Jackfruit in Brine 565g","","","create_new","","Catalog has Twin Elephants green jackfruit 540g, but this visible product is Aroy-D 565g and should not be auto-merged.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-045","PETE7320.JPG; PETE7321.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7320.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7321.JPG","Aroy-D Rambutan in Syrup 565g","","","create_new","","No exact Aroy-D rambutan in syrup 565g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
"folder13-batch002","create_new_confirm","folder13-046","PETE7322.JPG; PETE7323.JPG","/tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7322.JPG; /tmp/asiandeligo-owner-images/folder13-batch002/extracted/PETE7323.JPG","Aroy-D Palm's Seeds in Syrup 565g","","","create_new","","No exact Aroy-D palm seeds in syrup 565g row found in the catalog export.","Create new SKU after owner confirms EAN and price."
