decision,id,slug,name,category,firstSku,sourceLegacyId,sourceResolution,sourceUrl,sourceStatus,currentIngredientsPresent,currentAllergensPresent,currentNutritionPresent,currentStorageZone,rawAllergenWarning,candidateAllergens,rawStorageText,candidateStorageZone,rawIngredients,nutritionServingSize,nutritionCaloriesKcal,nutritionEnergyKj,nutritionFat,nutritionSaturatedFat,nutritionCarbs,nutritionSugar,nutritionFiber,nutritionProtein,nutritionSalt,nutritionRaw,dietTraits,productTraits
review_candidate,cc9d23b3-fb57-4788-8a28-e73456484a76,algi-sushi-nori-premium-gold-3-x-10-szt-asia-kitchen,Algi Sushi Nori Premium Gold 3 x 10 szt - Asia Kitchen,arkusze-nori-gim,ADG-000492,KIMCHI-2506,historical_product_id_mapping,https://kimchi.pl/product-pol-2506.html,200,yes,no,yes,,,,,,"Arkusze z suszonych wodorostów, prażone 78g",w 100g/100ml,356,1489.5,5.52,2.17,36.9,0,,44.1,,"(w 100g/100ml)
Wartość energetyczna
1489,5kJ/356kcal
Tłuszcze
5,52g
Węglowodany
36,9g
*w tym cukry
0g
Białko
44,1g
Sód
939mg
*w tym kwasy tłuszczowe nasycone 2,17g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
review_candidate,15562453-ea2a-486c-af9b-69f839c457e8,algi-sushi-nori-premium-gold-5-x-10-szt-asia-kitchen,Algi Sushi Nori Premium Gold 5 x 10 szt - Asia Kitchen,arkusze-nori-gim,ADG-000493,KIMCHI-2507,historical_product_id_mapping,https://kimchi.pl/product-pol-2507.html,200,yes,no,yes,,,,,,"Arkusze z suszonych wodorostów, prażone 130g",w 100g/100ml,356,1489.5,5.52,2.17,36.9,0,,44.1,,"(w 100g/100ml)
Wartość energetyczna
1489,5kJ/356kcal
Tłuszcze
5,52g
Węglowodany
36,9g
*w tym cukry
0g
Białko
44,1g
Sód
939mg
*w tym kwasy tłuszczowe nasycone 2,17g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
review_candidate,8fca21b8-f8b4-4f3d-9145-94286bea5193,glony-do-sushi-yaki-nori-gold-10-szt-kc,Glony do sushi Yaki Nori GOLD 10 szt. - KC,arkusze-nori-gim,ADG-000537,KIMCHI-2648,historical_product_id_mapping,https://kimchi.pl/product-pol-2648.html,200,yes,no,yes,,,,,,,w 100g/100ml,382,1569,4.46,1.94,40.9,0,,44.5,1.1,"(w 100g/100ml)
Wartość energetyczna
1569kJ/382kcal
Tłuszcze
4,46g
Węglowodany
40,9g
Białko
44,5g
*w tym cukry
0g
Sól
1,1g
*w tym kwasy tłuszczowe nasycone 1,94g","[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)|Pay|Po|Kup teraz, zapłać za 30 dni|Kup teraz, zapłać później - 4 kroki|Przy wyborze formy płatności, wybierz|Po.|Po opłaci twój rachunek w sklepie.|Na stronie|Po sprawdź swoje dane i podaj pesel.|Po otrzymaniu zakupów decydujesz co ci pasuje, a co nie.|Możesz zwrócić część albo całość zamówienia - wtedy zmniejszy się też kwota do zapłaty|W ciągu 30 dni od zakupu płacisz|Po za swoje zakupy bez żadnych dodatkowych kosztów.|Jeśli chcesz, rozkładasz swoją płatność na raty.",
review_candidate,0526158d-78a8-42d8-8967-79c48996af93,glony-do-sushi-yaki-nori-gold-3-x-10-szt-kc,Glony do sushi Yaki Nori GOLD 3 x 10 szt. - KC,arkusze-nori-gim,ADG-000538,KIMCHI-2649,historical_product_id_mapping,https://kimchi.pl/product-pol-2649.html,200,yes,no,yes,,,,,,10 arkuszy prażonych nori klasy Gold - 25g,w 100g/100ml,382,1569,4.46,1.94,40.9,0,,44.5,1.1,"(w 100g/100ml)
Wartość energetyczna
1569kJ/382kcal
Tłuszcze
4,46g
Węglowodany
40,9g
Białko
44,5g
*w tym cukry
0g
Sól
1,1g
*w tym kwasy tłuszczowe nasycone 1,94g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)|Cechy dodatkowe:wegańskiewegetariańskieniesiarkowane|Kupująć ten produkt otrzymasz pkt.,
review_candidate,83158f9d-da2a-4cd7-acbe-e486b3819dca,glony-do-sushi-yaki-nori-gold-5-x-10-szt-kc,Glony do sushi Yaki Nori GOLD 5 x 10 szt. - KC,arkusze-nori-gim,ADG-000539,KIMCHI-2650,historical_product_id_mapping,https://kimchi.pl/product-pol-2650.html,200,yes,no,yes,,,,,,10 arkuszy prażonych nori klasy Gold - 25g,w 100g/100ml,382,1569,4.46,1.94,40.9,0,,44.5,1.1,"(w 100g/100ml)
Wartość energetyczna
1569kJ/382kcal
Tłuszcze
4,46g
Węglowodany
40,9g
Białko
44,5g
*w tym cukry
0g
Sól
1,1g
*w tym kwasy tłuszczowe nasycone 1,94g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)|Produkt nie zawiera:glutenukonserwantówoleju palmowego|Cechy dodatkowe:wegańskiewegetariańskie|Kupująć ten produkt otrzymasz pkt.,
review_candidate,9772939b-e59e-4f3f-b110-0c629561662a,algi-sushi-nori-gold-50-szt-sen-soy,Algi Sushi Nori Gold 50 szt. - Sen Soy,arkusze-nori-gim,ADG-000564,KIMCHI-2761,historical_product_id_mapping,https://kimchi.pl/product-pol-2761.html,200,yes,no,yes,,,,,,Suszone algi morskie Nori 125g,w 100g/100ml,361,1510,2.5,,42,0,,42.5,,"(w 100g/100ml)
Wartość energetyczna
1510kJ/361kcal
Tłuszcze
2,5g
Węglowodany
42g
*w tym cukry
0g
Białko
42,5g
Sód
0g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
review_candidate,020688fc-5686-40f7-acb2-9b94f22d41ec,papier-ryzowy-okragly-22cm-300g-ricefield-cu-chi,"Papier ryżowy okrągły 22cm, 300g - Ricefield Cu Chi",papier-ryżowy,ADG-000105,KIMCHI-388,historical_product_id_mapping,https://kimchi.pl/product-pol-388.html,200,yes,no,yes,,,,Po zalogowaniu możesz umieścić i przechowywać na liście zakupowej dowolną liczbę produktów nieskończenie długo.,,,,,,,,,,,,,,,
review_candidate,93e8f4dd-c4bd-49d1-9f5d-5cd8fcb327aa,papier-ryzowy-kwadratowy-16x16cm-300g-ricefield-cu-chi,"Papier ryżowy kwadratowy 16x16cm, 300g - Ricefield Cu Chi",papier-ryżowy,ADG-000121,KIMCHI-448,historical_product_id_mapping,https://kimchi.pl/product-pol-448.html,200,yes,no,yes,,,,,,"Mąka ryżowa 80%, woda, sól, skrobia z tapioki",w 100g/100ml,336,1427,1,0.1,82,1.5,,0.6,2.2,"(w 100g/100ml)
Wartość energetyczna
1427kJ/336kcal
Tłuszcze
1g
Węglowodany
82g
*w tym cukry
1,5g
Białko
0,6g
Sól
2,2g
*w tym kwasy tłuszczowe nasycone <0,1g
Importer
Nazwa firmy
KK POLSKA sp. z o.o.
Adres
ul. Działkowców 15 84-230 Rumia",,
review_candidate,1f5af118-c419-4fbb-b1cd-1c9689105e76,wakame-miyeok-suszone-wodorosty-salatkowe-25g-cjo-essential,Wakame (miyeok) suszone wodorosty sałatkowe 25g - CJO Essential,wakame-miyeok,ADG-000234,KIMCHI-994,historical_product_id_mapping,https://kimchi.pl/product-pol-994.html,200,yes,no,yes,,,,,,,w 100g/100ml,207,866,4,,39.78,,,22,,"(w 100g/100ml)
Wartość energetyczna
866kJ/207kcal
Tłuszcze
4g
Węglowodany
39,78g
*w tym błonnik
11g
Białko
22g
Sód
1,83g",Wegetariańska|Wegańska|Bezglutenowa,"Bez pszenicy|Importer|Nazwa firmy|A|S|I|A-|F|O|D|Sp. z o.o.|Adres|Ul.|Dzwonkowa 8, 02-290|Warszawa|Aktualne informacje o towarach zamieszczone na stronie w momencie zakupu, tj. treść opisu, skład oraz wartości odżywcze produktu przekazywane są na adres mailowy|Klienta w formie pliku|P|F po złożeniu zamówienia.|Wszelkie materiały (treści, teksty, opisy produktów, grafiki, ikony, bannery, układ elementów itp.) przedstawione w sklepach|Sklep.na|Sushi.pl oraz|Kimchi.pl w obrębie domen: www.sklep.nasushi.pl, www.nasushi.pl oraz www.kimchi.pl są objęte prawami autorskimi|Sushi.pl,|Kimchi.pl lub ich dostawców treści i technologii."
review_candidate,3b327d75-8dbf-488f-b314-4ce50670ff0b,wakame-suszone-wodorosty-100g-eagle-brand,"Wakame, suszone wodorosty 100g - Eagle Brand",wakame-miyeok,ADG-000352,KIMCHI-1449,historical_product_id_mapping,https://kimchi.pl/product-pol-1449.html,200,yes,no,yes,,,,,,100% suszone wodorosty morskie wakame,w 100g/100ml,138,577,4,,41.8,0,,18,23.75,"(w 100g/100ml)
Wartość energetyczna
577kJ/138kcal
Tłuszcze
4g
Węglowodany
41,80g
*w tym cukry
0g
Białko
18g
Sól
23,75g",[](https://kimchi.pl/tra-pol-1796-|Wegetarianska.html)[](https://kimchi.pl/tra-pol-1797-|Weganska.html)[](https://kimchi.pl/tra-pol-1798-|Bezglutenowa.html),Bez pszenicy|Kupująć ten produkt otrzymasz pkt.
